아이디	geometry	관리번호	관할경찰서	구	동	시설명	시설구분	주소	Longitude	Latitude	X	Y
1676	MULTIPOINT(940171.377319983 1951156.86643105)	0	강서경찰서	강서구		공진초등학교병설유치원	유치원	서울특별시 강서구  마곡서로 33 (마곡동)	126.822611	37.557822	184326.3957	550936.4372
1677	MULTIPOINT(941481.739880848 1949806.32386183)	0	강서경찰서	강서구		윤희유치원	유치원	서울특별시 강서구 강서로 216-23	126.837554	37.54573377	185644.4007	549592.4004
1678	MULTIPOINT(942024.423450618 1948312.2431702)	0	강서경찰서	강서구		새화곡유치원	유치원	서울특별시 강서구 강서로15길 40 (화곡동)	126.843815	37.5323019	186195.219	548100.6881
1679	MULTIPOINT(941557.595955593 1948294.99871383)	0	강서경찰서	강서구		수미유치원	유치원	서울특별시 강서구 강서로17길 130 (화곡동)	126.838533	37.532117	185728.3214	548080.9548
1680	MULTIPOINT(941611.621488849 1949180.52713669)	0	강서경찰서	강서구		신월초등학교	초등학교	서울특별시 강서구 강서로31길 48 (화곡동)	126.839074	37.5401017	185777.6556	548967.0774
1681	MULTIPOINT(940908.781288464 1950319.2395906)	0	강서경찰서	강서구		발산초등학교	초등학교	서울특별시 강서구 강서로45길 113 (내발산동)	126.831027	37.5503201	185068.5142	550102.4449
1682	MULTIPOINT(941498.992001786 1950418.01195721)	0	강서경찰서	강서구		내발산초등학교	초등학교	서울특별시 강서구 강서로46길 23 (내발산동)	126.8377005	37.551248	185658.4036	550204.3917
1683	MULTIPOINT(940748.531735935 1950690.91428737)	0	강서경찰서	강서구		예일유치원	유치원	서울특별시 강서구 강서로47길 126	126.8291829	37.5536597	184906.2317	550473.3954
1684	MULTIPOINT(941732.49644434 1951612.0899309)	0	강서경찰서	강서구		상아어린이집	어린이집	서울특별시 강서구 강서로56가길 55 (등촌동)	126.840249	37.562025	185885.6348	551400.126
1685	MULTIPOINT(942124.368255292 1951917.55934563)	0	강서경찰서	강서구		등양초등학교	초등학교	서울특별시 강서구 강서로56나길 140 (등촌동)	126.8446617	37.5648029	186276.0168	551707.787
1686	MULTIPOINT(941933.45734167 1951463.12772551)	0	강서경찰서	강서구		등명초등학교	초등학교	서울특별시 강서구 강서로56나길 34 (등촌동)	126.8425361	37.5606951	186087.4582	551252.1817
1687	MULTIPOINT(942500.677218499 1948159.82758267)	0	강서경찰서	강서구		신영유치원	유치원	서울특별시 강서구 곰달래로25길 4 (화곡동)	126.849217	37.530958	186672.4488	547950.7524
1688	MULTIPOINT(942788.183530033 1948351.47365258)	0	강서경찰서	강서구		신정초등학교	초등학교	서울특별시 강서구 곰달래로31가길 27 (화곡동)	126.8524559	37.5327032	186959.0358	548143.9942
1689	MULTIPOINT(943042.460793172 1948618.7257749)	0	강서경찰서	강서구		우일유치원	유치원	서울특별시 강서구 곰달래로47길 88 (화곡동)	126.855313	37.5351277	187211.9801	548412.6917
1690	MULTIPOINT(943282.901184262 1948286.37148342)	0	강서경찰서	강서구		새싹유치원	유치원	서울특별시 강서구 곰달래로49길 10 (화곡동)	126.85806	37.532147	187454.2718	548081.5005
1691	MULTIPOINT(943470.688337684 1948446.19149112)	0	강서경찰서	강서구		으뜸어린이집	어린이집	서울특별시 강서구 곰달래로53길 30-20 (화곡동)	126.860173	37.533599	187641.2744	548242.3749
1692	MULTIPOINT(943595.992454039 1948487.50099039)	0	강서경찰서	강서구		대유유치원	유치원	서울특별시 강서구 곰달래로57길 39 (화곡동)	126.861588	37.533979	187766.4025	548284.3653
1693	MULTIPOINT(943664.184175345 1950649.4607859)	0	강서경찰서	강서구		백석초등학교	초등학교	서울특별시 강서구 공항대로 491 (등촌동)	126.8621938	37.553469	187823.1168	550447.4417
1694	MULTIPOINT(941361.274072272 1950913.78134018)	0	강서경찰서	강서구		가곡초등학교	초등학교	서울특별시 강서구 공항대로36길 74 (내발산동)	126.8361018	37.5557076	185517.9974	550699.5996
1695	MULTIPOINT(942288.848532873 1951665.23183678)	0	강서경찰서	강서구		보라유치원	유치원	"서울특별시 강서구 공항대로39길 100 (등촌동, 대림아파트)"	126.8465439	37.562539	186441.8971	551456.2473
1696	MULTIPOINT(939152.621182712 1951712.02914543)	0	강서경찰서	강서구		송정초등학교	초등학교	서울특별시 강서구 공항대로3길 18 (공항동)	126.8110312	37.5627589	183304.3371	551486.3694
1697	MULTIPOINT(943560.967635316 1950312.87213142)	0	강서경찰서	강서구		미도유치원	유치원	서울특별시 강서구 공항대로58가길 39 (등촌동)	126.8610512	37.550429	187721.6552	550110.1865
1698	MULTIPOINT(939150.708080446 1953668.14974137)	0	강서경찰서	강서구		삼정초등학교	초등학교	서울특별시 강서구 금낭화로 222 (방화동)	126.8108471	37.5803891	183292.0106	553443.1523
1699	MULTIPOINT(939069.886055697 1952451.36528248)	0	강서경찰서	강서구		이레어린이집	어린이집	서울특별시 강서구 금낭화로11길 48 (방화동)	126.810033	37.569417	183217.6384	552225.5194
1700	MULTIPOINT(938923.446005147 1952653.37604923)	0	강서경찰서	강서구		서강유치원	유치원	서울특별시 강서구 금낭화로13길 47-9 (방화동)	126.808358	37.571228	183070.0727	552426.82
1701	MULTIPOINT(942586.519191666 1950069.73581191)	0	강서경찰서	강서구		강서유치원	유치원	서울특별시 강서구 까치산로 116 (화곡동)	126.8500391	37.5481774	186748.1612	549861.781
1702	MULTIPOINT(942353.117468425 1949204.02900343)	0	강서경찰서	강서구		화일초등학교	초등학교	서울특별시 강서구 까치산로10길 70 (화곡동)	126.847465	37.5403602	186519.2838	548994.5318
1703	MULTIPOINT(942807.385915101 1950061.01106164)	0	강서경찰서	강서구		교남학교	특수학교	서울특별시 강서구 까치산로22길 38 (화곡동)	126.85254	37.5481125	186969.1511	549854.2283
1704	MULTIPOINT(942016.39172979 1949085.74703995)	0	강서경찰서	강서구		선미유치원	유치원	서울특별시 강서구 까치산로2길 43 (화곡동)	126.843663	37.539273	186183.0704	548874.4176
1705	MULTIPOINT(939343.534001072 1951140.83895417)	0	강서경찰서	강서구		예지유치원	유치원	서울특별시 강서구 남부순환로11가길 89 (공항동)	126.81324	37.5576234	183498.3554	550915.9988
1706	MULTIPOINT(939028.586901663 1951289.55815539)	0	강서경찰서	강서구		밤비니어린이집	어린이집	서울특별시 강서구 남부순환로7길 39 (공항동)	126.809662	37.558943	183182.5086	551063.0931
1707	MULTIPOINT(943079.32477383 1949056.25002641)	0	강서경찰서	강서구		신곡초등학교	초등학교	서울특별시 강서구 등촌로13자길 42-14 (화곡동)	126.8556963	37.5390734	187246.5297	548850.5643
1708	MULTIPOINT(943606.099599061 1949380.22694768)	0	강서경찰서	강서구		등마초등학교	유치원	서울특별시 강서구 등촌로35길 12 (등촌동)	126.8616338	37.5420258	187771.7647	549177.4563
1709	MULTIPOINT(943268.170833953 1949987.34135209)	0	강서경찰서	강서구		등촌초등학교	초등학교	서울특별시 강서구 등촌로39길 71 (등촌동)	126.8577618	37.547477	187430.4883	549782.9845
1710	MULTIPOINT(940081.440842935 1951754.25706808)	0	강서경찰서	강서구		공항초등학교	초등학교	서울특별시 강서구 마곡서1로 68 (마곡동)	126.821544	37.5632004	184233.2518	551533.5552
1711	MULTIPOINT(939725.352481058 1952320.73667755)	0	강서경찰서	강서구		송화초등학교	초등학교	서울특별시 강서구 방화대로34길 2 (방화동)	126.8174657	37.5682828	183874.0257	552098.3348
1712	MULTIPOINT(939484.596139531 1953127.35655497)	0	강서경찰서	강서구		치현초등학교	초등학교	서울특별시 강서구 방화대로47길 43 (방화동)	126.814673	37.575537	183628.8926	552903.9507
1713	MULTIPOINT(939862.151028799 1953279.25592778)	0	강서경찰서	강서구		정곡초등학교	초등학교	서울특별시 강서구 방화대로50길 22 (방화동)	126.818936	37.5769308	184005.7689	553057.9124
1714	MULTIPOINT(939462.891147394 1950905.69326511)	0	강서경찰서	강서구		프란체스코어린이집	어린이집	서울특별시 강서구 방화대로5다길 22-12 (공항동)	126.8146107	37.5555119	183619.0049	550681.4074
1715	MULTIPOINT(940276.248889274 1950596.07086014)	0	강서경찰서	강서구		수명초등학교	유치원	서울특별시 강서구 수명로1길 84 (내발산동)	126.823844	37.55277438	184434.2904	550376.006
1716	MULTIPOINT(938599.263589762 1952928.40039316)	0	강서경찰서	강서구		개화초등학교	초등학교	서울특별시 강서구 양천로 11 (방화동)	126.8046641	37.5736852	182744.315	552700.2131
1717	MULTIPOINT(941680.758706921 1952515.97390913)	0	강서경찰서	강서구		양천초등학교	초등학교	서울특별시 강서구 양천로 329 (가양동)	126.8395913	37.5701684	185829.0682	552304.0479
1718	MULTIPOINT(944154.240964866 1950591.27406754)	0	강서경찰서	강서구		염창초등학교	초등학교	서울특별시 강서구 양천로 646-28 (염창동)	126.8677461	37.5529744	188313.6542	550391.8422
1719	MULTIPOINT(939380.901429339 1952956.35984119)	0	강서경찰서	강서구		방화이화유치원	유치원	서울특별시 강서구 양천로17길 4-55 (방화동)	126.8135129	37.573989	183526.0726	552732.3432
1720	MULTIPOINT(940210.107673433 1952560.82433072)	0	강서경찰서	강서구		국제유치원	유치원	서울특별시 강서구 양천로30길 4 (마곡동)	126.822935	37.5704783	184357.67	552341.0855
1721	MULTIPOINT(944465.750097422 1950792.45684739)	0	강서경찰서	강서구		염경초등학교	초등학교	서울특별시 강서구 양천로69길 49 (염창동)	126.8712574	37.5548065	188624.2017	550594.7529
1722	MULTIPOINT(938845.512206767 1952373.86687059)	0	강서경찰서	강서구		방화초등학교	초등학교	서울특별시 강서구 양천로6길 92 (방화동)	126.8074988	37.56870364	182993.5958	552146.8002
1723	MULTIPOINT(944562.299049179 1950493.98764787)	0	강서경찰서	강서구		염동초등학교	초등학교	서울특별시 강서구 양천로73길 17 (염창동)	126.872373	37.5521222	188722.3725	550296.693
1724	MULTIPOINT(944841.47326571 1950420.09950964)	0	강서경찰서	강서구		동산어린이집	어린이집	서울특별시 강서구 양천로75길 44 (염창동)	126.875539	37.551473	189002.0376	550224.2645
1725	MULTIPOINT(941898.066799365 1950765.37117146)	0	강서경찰서	강서구		발산어린이집	어린이집	서울특별시 강서구 우장산로 45 (내발산동)	126.8421907	37.554404	186055.7685	550553.9948
1726	MULTIPOINT(942101.126119325 1949948.57462773)	0	강서경찰서	강서구		문성유치원	유치원	서울특별시 강서구 우현로 8	126.844554	37.547055	186263.2441	549737.9953
1727	MULTIPOINT(941341.097156986 1948586.08351224)	0	강서경찰서	강서구		월정초등학교	초등학교	서울특별시 강서구 월정로 176 (화곡동)	126.8360595	37.5347268	185510.1995	548370.989
1728	MULTIPOINT(942219.433469995 1949520.9231551)	0	강서경찰서	강서구		화곡초등학교	초등학교	서울특별시 강서구 초록마을로 28 (화곡동)	126.8459269	37.543208	186383.8676	549310.8248
1729	MULTIPOINT(942790.627370912 1952120.6513061)	0	강서경찰서	강서구		탑산초등학교	초등학교	서울특별시 강서구 허준로 109 (가양동)	126.8521896	37.566675	186941.4264	551914.4956
1730	MULTIPOINT(943356.854763283 1951566.86169965)	0	강서경찰서	강서구		가양초등학교	초등학교	서울특별시 강서구 허준로 186 (가양동)	126.8586437	37.5617187	187510.7983	551363.5269
1731	MULTIPOINT(943866.53727638 1951502.63151117)	0	강서경찰서	강서구		염강초등학교	초등학교	서울특별시 강서구 허준로 221-22 (가양동)	126.8644193	37.561171	188021.0004	551301.9868
1732	MULTIPOINT(942374.395276173 1952533.65092185)	0	강서경찰서	강서구		신세기유치원	유치원	"서울특별시 강서구 허준로 47 (가양동, 가양2단지아파트)"	126.8474442	37.5703714	186522.8514	552325.4233
1733	MULTIPOINT(942230.869783606 1950185.78259561)	0	강서경찰서	강서구		우장초등학교	초등학교	서울특별시 강서구 화곡로 263 (화곡동)	126.846004	37.5492011	186391.7708	549975.9759
1734	MULTIPOINT(940951.649200425 1949657.99891367)	0	강서경찰서	강서구		윤서유치원	유치원	"서울특별시 강서구 화곡로13길 107 (화곡동, 화곡푸르지오)"	126.8315655	37.5443631	185114.9149	549441.2037
1735	MULTIPOINT(941079.47570277 1949473.95539101)	0	강서경찰서	강서구		CEC어린이집	어린이집	서울특별시 강서구 화곡로13길 66 (화곡동)	126.8330272	37.5427125	185243.7647	549257.7765
1736	MULTIPOINT(942501.702470276 1950273.50673676)	0	강서경찰서	강서구		동그라미유치원	유치원	서울특별시 강서구 화곡로52길 14 (화곡동)	126.849063	37.5500087	186662.2308	550065.1715
1737	MULTIPOINT(943020.41144649 1950471.11805861)	0	강서경찰서	강서구		등서초등학교	초등학교	서울특별시 강서구 화곡로58길 86 (화곡동)	126.8549196	37.551822	187180.0687	550265.6114
1738	MULTIPOINT(942410.929080422 1951348.50641062)	0	강서경찰서	강서구		등촌이화유치원	유치원	서울특별시 강서구 화곡로63가길 26 (등촌동)	126.847951	37.559692	186565.7056	551140.0616
1739	MULTIPOINT(942419.804241387 1951536.72866229)	0	강서경찰서	강서구		등현초등학교	초등학교	서울특별시 강서구 화곡로65길 124 (등촌동)	126.8480367	37.561389	186573.5822	551328.3964
1740	MULTIPOINT(942599.749028857 1951417.18643671)	0	강서경찰서	강서구		등원초등학교	초등학교	서울특별시 강서구 화곡로65길 90 (등촌동)	126.8500834	37.5603228	186754.2257	551209.7703
1741	MULTIPOINT(943412.884180529 1950868.07816096)	0	강서경찰서	강서구		등촌제일유치원	유치원	서울특별시 강서구 화곡로66길 118 (등촌동)	126.859332	37.555424	187570.5659	550664.7981
1742	MULTIPOINT(942925.362951249 1951468.06729421)	0	강서경찰서	강서구		유석초등학교	초등학교	서울특별시 강서구 화곡로69길 9 (등촌동)	126.853766	37.56080163	187079.6821	551262.4022
1743	MULTIPOINT(942332.329652432 1949034.84047547)	0	강서경찰서	강서구		예은유치원	유치원	서울특별시 강서구 화곡본동 까치산로4길 101-5	126.847243	37.538834	186499.3887	548825.1739
1744	MULTIPOINT(952209.999589932 1943009.25290685)	0	서울관악경찰서	서울구		큰솔유치원	유치원	서울특별시 관악구 관악로30길 12	126.959438	37.485089	196412.574	542849.9706
3156	MULTIPOINT(960971.08802253 1962343.56071315)	643	노원서	노원구		아이디	유치원	서울시 노원구 상계10동 695	127.0575035	37.6597665	205073.9192	562237.93
1745	MULTIPOINT(952200.361387959 1943794.0390787)	0	서울관악경찰서	서울구		현대유치원	유치원	서울특별시 관악구 관악로40길 304	126.959278	37.492162	196398.7626	543634.9866
1746	MULTIPOINT(951477.180714453 1941971.49718058)	0	서울관악경찰서	서울구		청룡초등학교	초등학교	서울특별시 관악구 관악로5길 61	126.9512177	37.4756972	195685.0057	541807.9509
1747	MULTIPOINT(949187.805269195 1940689.3737354)	0	서울관악경찰서	서울구		구립합실어린이집	어린이집	서울특별시 관악구 광신길 113	126.925415	37.464018	193401.6244	540513.2124
1748	MULTIPOINT(949367.503103249 1941024.45056633)	0	서울관악경찰서	서울구		원신초등학교	초등학교	서울특별시 관악구 광신길 177	126.9274239	37.467048	193579.6066	540849.3624
1749	MULTIPOINT(951102.47711947 1943504.72035583)	0	서울관악경찰서	서울구		구암초등학교	초등학교	서울특별시 관악구 구암길 1	126.9468782	37.4894968	195302.0232	543339.731
1750	MULTIPOINT(951220.476402999 1943533.89496664)	0	서울관악경찰서	서울구		소슬유치원	유치원	서울특별시 관악구 구암길 46	126.948211	37.489766	195419.9096	543369.5429
1751	MULTIPOINT(951221.168021732 1943531.22817015)	0	서울관악경찰서	서울구		새소슬유치원	유치원	서울특별시 관악구 구암길 46	126.948219	37.489742	195420.6156	543366.8789
1752	MULTIPOINT(952242.500138148 1942084.24083943)	0	서울관악경찰서	서울구		인헌초등학교	초등학교	서울특별시 관악구 낙성대로 23	126.9598656	37.47675328	196449.9979	541924.8005
1753	MULTIPOINT(952627.811013886 1941762.39282089)	0	서울관악경찰서	서울구		예일유치원	유치원	서울특별시 관악구 낙성대역14길 6	126.964244	37.4738722	196837.1584	541604.8832
1754	MULTIPOINT(948728.336562205 1941588.09219203)	0	서울관악경찰서	서울구		신림유치원	유치원	서울특별시 관악구 난곡로 32길 12	126.920157	37.472093	192937.22	541409.8094
1755	MULTIPOINT(948761.352836795 1940305.40017409)	0	서울관악경찰서	서울구		꿈나라유치원	유치원	서울특별시 관악구 난곡로 42	126.9206196	37.4605336	192977.0596	540126.8383
1756	MULTIPOINT(948416.543169766 1941272.92879173)	0	서울관악경찰서	서울구		난곡초등학교	초등학교	서울특별시 관악구 난곡로35길 102	126.9166531	37.469235	192626.99	541092.8785
1757	MULTIPOINT(948416.543650785 1941273.00645223)	0	서울관악경찰서	서울구		난곡병설유치원	유치원	서울특별시 관악구 난곡로35길 102	126.9166531	37.4692357	192626.9901	541092.9562
1758	MULTIPOINT(948303.27916976 1942047.50394206)	0	서울관악경찰서	서울구		초롱별어린이집	어린이집	서울특별시 관악구 난곡로45길 5	126.9153179	37.4762101	192509.572	541867.1262
1759	MULTIPOINT(948527.07248401 1942126.86532145)	0	서울관악경찰서	서울구		난우초등학교	초등학교	서울특별시 관악구 난우길 40	126.9178433	37.4769379	192733.023	541947.7044
1760	MULTIPOINT(948417.216415797 1940440.59454745)	0	서울관악경찰서	서울구		서울정문학교	특수학교	서울특별시 관악구 난향3길 31	126.916719	37.461733	192632.0835	540260.2533
1761	MULTIPOINT(948537.523483225 1940515.43910533)	0	서울관악경찰서	서울구		난향초등학교	초등학교	서울특별시 관악구 난향길 9	126.9180741	37.4624143	192752.0357	540335.7631
1762	MULTIPOINT(948910.455272159 1943023.55950373)	0	서울관악경찰서	서울구		남부초등학교	초등학교	서울특별시 관악구 남부순환로 163길 14	126.9221169	37.4850413	193111.7781	542846.7528
1763	MULTIPOINT(948141.052630437 1942289.25895247)	0	서울관악경찰서	서울구		한별유치원	유치원	서울특별시 관악구 남부순환로144길 65	126.9134662	37.47838	192346.0039	542108.105
1764	MULTIPOINT(948050.51389117 1942675.22388626)	0	서울관악경찰서	서울구		노아어린이집	어린이집	서울특별시 관악구 남부순환로145길 6	126.912415	37.4818537	192253.3829	542493.7255
1765	MULTIPOINT(948939.559548926 1942707.74498787)	0	서울관악경찰서	서울구		예닮유치원	유치원	서울특별시 관악구 남부순환로172길 59-9	126.922468	37.4821964	193142.5705	542530.981
1766	MULTIPOINT(952645.613172397 1941919.82523926)	0	서울관악경찰서	서울구		은아유치원	유치원	서울특별시 관악구 남부순환로246길 25	126.9644352	37.4752921	196854.1308	541762.4667
1767	MULTIPOINT(953387.785315765 1941835.01227565)	0	서울관악경찰서	서울구		새싹유치원	유치원	서울특별시 관악구 남현2길 90	126.972834	37.4745654	197597.0198	541681.5653
1768	MULTIPOINT(953496.971327528 1941727.40463528)	0	서울관악경찰서	서울구		사당초등학교	초등학교	서울특별시 관악구 남현4길 51	126.9740756	37.473601	197706.8166	541574.4989
1769	MULTIPOINT(950564.299383267 1941102.5018199)	0	서울관악경찰서	서울구		삼성초등학교	초등학교	서울특별시 관악구 대학7길 52	126.940952	37.4678163	194776.414	540933.7971
1770	MULTIPOINT(950567.965411355 1941124.19245337)	0	서울관악경찰서	서울구		삼성병설유치원	유치원	서울특별시 관악구 대학7길 61	126.940992	37.468012	194779.9661	540955.515
1771	MULTIPOINT(949546.329506533 1942324.22654208)	0	서울관악경찰서	서울구		명성유치원	유치원	서울특별시 관악구 문성로 234	126.929357	37.478773	193751.5931	542150.5497
1772	MULTIPOINT(948071.313059599 1942244.90391508)	0	서울관악경찰서	서울구		미성초등학교	초등학교	서울특별시 관악구 문성로 79	126.9126806	37.4779763	192276.4753	542063.3638
1773	MULTIPOINT(949363.353515173 1942145.30247163)	0	서울관악경찰서	서울구		신림초등학교	초등학교	서울특별시 관악구 문성로28길 31	126.9272999	37.4771503	193569.5025	541970.5902
1774	MULTIPOINT(948023.714613528 1941578.42849976)	0	서울관악경찰서	서울구		구립다원어린이집	어린이집	서울특별시 관악구 미성길 123	126.9121893	37.47196653	192232.3972	541396.4003
1775	MULTIPOINT(948698.012961267 1941761.46852186)	0	서울관악경찰서	서울구		미라클어린이집	어린이집	서울특별시 관악구 법원단지2길 15-4	126.919802	37.473654	192905.9648	541583.0861
1776	MULTIPOINT(948738.070683548 1941775.97788324)	0	서울관악경찰서	서울구		애동유치원	유치원	서울특별시 관악구 법원단지길 56	126.920254	37.473787	192945.9596	541597.8134
1777	MULTIPOINT(949380.066691888 1943917.67147504)	0	서울관악경찰서	서울구		새롬학교	특수학교	서울특별시 관악구 보라매로 44	126.927367	37.493126	193576.8055	543743.6771
1778	MULTIPOINT(949601.742167664 1943580.02033327)	0	서울관악경찰서	서울구		당곡초등학교	초등학교	서울특별시 관악구 보라매로2길 23	126.9298977	37.4900948	193800.3538	543407.0839
1779	MULTIPOINT(951910.296544315 1942576.7644945)	0	서울관악경찰서	서울구		원당초등학교	초등학교	서울특별시 관악구 봉천로 505	126.9560764	37.4811753	196115.0612	542415.7353
1780	MULTIPOINT(951909.387749236 1942578.62256442)	0	서울관악경찰서	서울구		원당병설유치원	유치원	서울특별시 관악구 봉천로 505	126.956066	37.481192	196114.1422	542417.5892
1781	MULTIPOINT(950224.873219779 1943284.54376229)	0	서울관악경찰서	서울구		아뜰어린이집	어린이집	서울특별시 관악구 봉천로23다길 23	126.9369662	37.4874654	194425.2764	543114.8131
1782	MULTIPOINT(950462.817086963 1943026.0138932)	0	서울관악경찰서	서울구		구립선봉어린이집	어린이집	서울특별시 관악구 봉천로27길 20	126.939675	37.485148	194664.6785	542857.4553
1783	MULTIPOINT(950662.984923775 1943071.35642839)	0	서울관악경찰서	서울구		배꽃유치원	유치원	서울특별시 관악구 봉천로29길 47	126.941936	37.4855674	194864.6767	542903.8775
1784	MULTIPOINT(949965.756939466 1942112.52564917)	0	서울관악경찰서	서울구		구립서원어린이집	어린이집	서울특별시 관악구 서원3길 25	126.934115	37.4768877	194172.2941	541941.0015
1785	MULTIPOINT(951876.003652422 1943669.17326102)	0	서울관악경찰서	서울구		봉현초등학교	초등학교	서울특별시 관악구 성현로 117	126.9556171	37.4910197	196074.9523	543508.3526
1786	MULTIPOINT(952560.082937308 1942337.50645539)	0	서울관악경찰서	서울구		종인유치원	유치원	서울특별시 관악구 솔밭로 20	126.963441	37.4790524	196766.3513	542179.8433
1787	MULTIPOINT(947208.751163279 1942698.36198079)	0	서울관악경찰서	서울구		구립문성어린이집	어린이집	서울특별시 관악구 시흥대로 164길 27	126.9028929	37.48201452	191411.2014	542512.4003
1788	MULTIPOINT(950230.853122884 1941536.93865254)	0	서울관악경찰서	서울구		신성초등학교	초등학교	서울특별시 관악구 신림로 114	126.937152	37.4717141	194440.5418	541366.6178
1789	MULTIPOINT(950229.888343665 1941538.26469362)	0	서울관악경찰서	서울구		신성병설유치원	유치원	서울특별시 관악구 신림로 114	126.937141	37.471726	194439.5696	541367.9392
1790	MULTIPOINT(948295.32049926 1943169.13863681)	0	서울관악경찰서	서울구		구립새빛어린이집	어린이집	서울특별시 관악구 신사로10길 29	126.9151491	37.4863192	192495.6521	542989.1154
1791	MULTIPOINT(951128.86995471 1943034.05881682)	0	서울관악경찰서	서울구		예대어린이집	어린이집	서울특별시 관악구 양녕로2가길 41	126.947208	37.485256	195330.9261	542869.0417
1792	MULTIPOINT(951306.66883147 1943057.28097727)	0	서울관악경찰서	서울구		신봉초등학교	초등학교	서울특별시 관악구 양녕로6나길 1	126.9492175	37.4854747	195508.665	542893.2167
1793	MULTIPOINT(949799.460492685 1941799.71864205)	0	서울관악경찰서	서울구		하늘유치원	유치원	서울특별시 관악구 양산길 18	126.9322556	37.47405927	194007.5993	541627.2004
1794	MULTIPOINT(950749.35015914 1943214.15600448)	0	서울관악경찰서	서울구		은천초등학교	초등학교	서울특별시 관악구 은천로 69	126.9429033	37.4868591	194950.3141	543047.1868
1795	MULTIPOINT(950749.355345576 1943215.03246025)	0	서울관악경찰서	서울구		은천병설유치원	유치원	서울특별시 관악구 은천로 69	126.9429033	37.486867	194950.3146	543048.0636
1796	MULTIPOINT(948272.988345834 1943005.60665827)	0	서울관악경찰서	서울구		건영유치원	유치원	서울특별시 관악구 조원로 114	126.914908	37.484844	192474.1809	542825.407
1797	MULTIPOINT(947790.005058038 1942927.62999764)	0	서울관악경찰서	서울구		조원초등학교	초등학교	서울특별시 관악구 조원로 67	126.9094507	37.484114	191991.4411	542744.8368
1798	MULTIPOINT(950520.95262774 1942128.96923907)	0	서울관악경찰서	서울구		영그린유치원	유치원	서울특별시 관악구 참숯5길 12	126.9403929	37.47706582	194727.6038	541960.4004
1799	MULTIPOINT(950744.218747521 1942542.68713694)	0	서울관악경찰서	서울구		관악초등학교	초등학교	서울특별시 관악구 청룡4길 49	126.9428902	37.4808067	194948.7481	542375.4513
1800	MULTIPOINT(950743.758995821 1942542.68985723)	0	서울관악경찰서	서울구		관악병설유치원	유치원	서울특별시 관악구 청룡4길 49	126.942885	37.4808067	194948.2881	542375.4516
1801	MULTIPOINT(952119.2503757 1943524.98077583)	0	서울관악경찰서	서울구		구립도담어린이집	어린이집	서울특별시 관악구 청림3길 37	126.958378	37.4897327	196319.0522	543365.401
1802	MULTIPOINT(952269.734246007 1943450.81339198)	0	서울관악경찰서	서울구		은비유치원	유치원	서울특별시 관악구 청림5길 22	126.960085	37.489072	196469.984	543292.0066
1803	MULTIPOINT(949678.194363883 1940950.66440538)	0	서울관악경찰서	서울구		구립미림어린이집	어린이집	서울특별시 관악구 태흥길 4	126.9309422	37.46639992	193890.7978	540777.2003
1804	MULTIPOINT(951936.500872618 1942755.53788478)	0	서울관악경찰서	서울구		동원유치원	유치원	서울특별시 관악구 행운1길 96	126.9563611	37.482788	196140.3252	542594.7118
1805	MULTIPOINT(952067.013146445 1942770.0294868)	0	서울관악경찰서	서울구		봉천초등학교	초등학교	서울특별시 관악구 행운1라길 17	126.9578363	37.4829254	196270.8072	542609.902
1806	MULTIPOINT(952066.11567138 1942772.32016924)	0	서울관악경찰서	서울구		봉천병설유치원	유치원	서울특별시 관악구 행운1라길 17	126.957826	37.482946	196269.8973	542612.1887
1807	MULTIPOINT(949798.858774094 1940530.73059496)	0	서울관악경찰서	서울구		신우초등학교	초등학교	서울특별시 관악구 호암로 498	126.9323353	37.4626215	194013.7373	540357.7577
1808	MULTIPOINT(949796.997501904 1940534.45854989)	0	서울관악경찰서	서울구		신우단설유치원	유치원	서울특별시 관악구 호암로 498	126.932314	37.462655	194011.8555	540361.4771
1809	MULTIPOINT(945408.420817735 1943735.08410726)	0	구로경찰서	구로구		구로삼성어린이집	어린이집	서울특별시 구로구 가마산로 174	126.882454	37.491254	189604.7286	543539.9217
1810	MULTIPOINT(944912.882406466 1943156.97695188)	0	구로경찰서	구로구		LG전자구로어린이집	어린이집	서울특별시 구로구 가마산로 95	126.876892	37.486014	189112.0882	542958.9791
1811	MULTIPOINT(946025.425926791 1944651.71298194)	0	구로경찰서	구로구		신구로초등학교	초등학교	서울특별시 구로구 가마산로27길 69	126.889366	37.499552	190217.0794	544460.151
1812	MULTIPOINT(942787.739594336 1943301.12467257)	0	구로경찰서	구로구		지암어린이집	어린이집	서울특별시 구로구 개봉로11길 55-16	126.852844	37.487184	186985.438	543091.8865
1813	MULTIPOINT(942541.969051058 1943456.4829463)	0	구로경찰서	구로구		개웅초등학교	초등학교	서울특별시 구로구 개봉로11길 98	126.850052	37.488569	186738.7565	543245.9929
1814	MULTIPOINT(943278.294359954 1943581.13170087)	0	구로경찰서	구로구		개봉초병설유치원	유치원	서울특별시 구로구 개봉로16길 30-11	126.858371	37.489738	187474.6758	543374.5973
1815	MULTIPOINT(943241.989634827 1943702.31412406)	0	구로경찰서	구로구		미림유치원	유치원	서울특별시 구로구 개봉로18길 37	126.857951	37.490828	187437.7145	543495.6291
