학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자,X,Y
B000011397,부산항공고등학교,고등학교,1996-03-01,공립,본교,운영,부산광역시 사상구 덕포동 45-6,부산광역시 사상구 백양대로768번길 115,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2013-11-29,2024-11-08,35.17266864,128.9928494,2025-03-21,381553.0033544953,288070.32459017413
B000011667,호남원예고등학교,고등학교,1947-10-10,공립,본교,운영,전라남도 나주시 금천면 원곡리 253-1,전라남도 나주시 금천면 영산로 5691,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2013-11-29,2024-11-08,35.0369986,126.7507713,2025-03-21,177258.58924933203,271227.93694327335
B000011089,내동중학교,중학교,1992-03-01,공립,본교,운영,경상남도 김해시 내동 169,경상남도 김해시 평전로 135,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2024-11-08,35.2413656,128.8578975,2025-03-21,369114.51168261276,295455.1124395933
B000007702,대진초등학교,초등학교,1956-06-30,공립,본교,운영,경상남도 김해시 진례면 담안리 926-2,경상남도 김해시 진례면 고모로327번길 19,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2024-11-08,35.25721362,128.7640203,2025-03-21,360537.1792998987,297057.7377236377
B000002666,동궁초등학교,초등학교,1999-09-01,공립,본교,운영,부산광역시 사상구 엄궁동 680-4,부산광역시 사상구 엄궁로 70-7,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2013-11-29,2024-11-08,35.12334791,128.974478,2025-03-21,379987.7224814993,282564.01916346245
B000024323,북면초등학교,초등학교,1924-11-01,공립,본교,운영,경상남도 창원시 의창구 북면 감계리 231-2,경상남도 창원시 의창구 북면 동전로110번길 36,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2024-11-08,35.30548278,128.6000619,2025-03-21,345528.1254509052,302160.7381481426
B000008209,태랑중학교,중학교,2002-03-01,공립,본교,운영,서울특별시 노원구 공릉동 117,서울특별시 노원구 화랑로51나길 51,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2024-11-08,37.62663781,127.0915388,2025-03-21,208080.67020612094,558563.3707513235
B000004961,동해중앙초등학교,초등학교,1941-07-01,공립,본교,운영,강원특별자치도 동해시 천곡동 793 번지,강원특별자치도 동해시 천곡로 35,7801000,강원특별자치도교육청,7842000,강원특별자치도동해교육지원청,2013-11-29,2024-11-08,37.52531981,129.1090244,2025-03-21,386439.3967318722,549404.9218996938
B000008718,상인중학교,중학교,1999-03-01,공립,본교,운영,대구광역시 달서구 상인동 1561,대구광역시 달서구 상인로 34,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2024-11-08,35.81124628,128.5504554,2025-03-21,340132.5858451225,358210.615856106
B000010628,해룡중학교,중학교,1971-03-05,사립,본교,운영,전라남도 영광군 영광읍 도동리 68,전라남도 영광군 영광읍 중앙로 120,8490000,전라남도교육청,8681000,전라남도영광교육지원청,2013-11-29,2024-11-08,35.26906191,126.5127952,2025-03-21,155669.8639759458,297054.2602395665
B000011087,활천중학교,중학교,2009-03-01,공립,본교,운영,경상남도 김해시 지내동 15,경상남도 김해시 분성로707번길 40,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2024-11-08,35.23547333,128.9234945,2025-03-21,375098.8696350821,294915.0197648295
B000011514,한국조리과학고등학교,고등학교,1998-10-27,사립,본교,운영,경기도 시흥시 과림동 11-1,경기도 시흥시 금오로 640,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2024-11-08,37.45880525,126.8330301,2025-03-21,185227.49972120352,539945.1474544285
B000008684,학남중학교,중학교,2002-03-01,공립,본교,운영,대구광역시 북구 국우동 1085,대구광역시 북구 학남로 83,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2024-11-08,35.9456019,128.570413,2025-03-21,341696.97040767927,373148.8010977927
B000013509,대구서부고등학교,고등학교,1997-03-01,공립,본교,운영,대구광역시 서구 평리동 1070-48,대구광역시 서구 국채보상로53길 32,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2024-11-08,35.87393733,128.5599696,2025-03-21,340881.6232899567,365181.04839289596
B000013194,안동여자고등학교,고등학교,1942-05-01,공립,본교,운영,경상북도 안동시 법상동 23-1,경상북도 안동시 법상윗3길 32,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2013-11-29,2024-11-08,36.57289357,128.7250894,2025-03-21,354414.49434529955,443000.73720332317
B000003521,남목초등학교,초등학교,1921-05-09,공립,본교,운영,울산광역시 동구 서부동 370,울산광역시 동구 옥류로 33,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2024-11-08,35.54213172,129.425309,2025-03-21,419953.3215532324,329949.0478136954
B000026417,청완초등학교,초등학교,1969-10-29,공립,본교,운영,전북특별자치도 완주군 봉동읍 둔산리 864-14,전북특별자치도 완주군 봉동읍 완주산단9로 80,8321000,전북특별자치도교육청,8392000,전북특별자치도완주교육지원청,2013-11-29,2024-11-08,35.96334463,127.1204786,2025-03-21,210867.8221262889,373984.1306914035
B000002787,대구대청초등학교,초등학교,1988-03-01,공립,본교,운영,대구광역시 수성구 만촌동 873,대구광역시 수성구 교학로12길 42,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2024-11-08,35.85135399,128.6506405,2025-03-21,349113.16186349106,362809.44304842706
B000007531,호계초등학교,초등학교,2002-09-01,공립,본교,운영,경상남도 창원시 마산회원구 내서읍 호계리 71-1,경상남도 창원시 마산회원구 내서읍 광려천북로 182,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2024-11-08,35.26572703,128.5225088,2025-03-21,338541.7081727233,297638.36163006997
B000022834,인천청람초등학교,초등학교,2013-03-01,공립,본교,운영,인천광역시 서구 청라동 149-1,인천광역시 서구 청라커낼로 336,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2013-11-29,2024-11-08,37.53840656,126.6455924,2025-03-21,168677.3567688575,548825.7929658876
B000003367,대전동광초등학교,초등학교,1936-04-13,공립,본교,운영,대전광역시 동구 자양동 94-3,대전광역시 동구 백룡로11번길 20,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2024-11-08,36.33703139,127.4496769,2025-03-21,240371.4339148231,415536.2446521997
B000009573,중산중학교,중학교,1995-09-01,공립,본교,운영,경기도 고양시 일산동구 중산동 1575-2,경기도 고양시 일산동구 탄중로 361,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2024-11-08,37.69119631,126.7836971,2025-03-21,180922.18359924713,565746.7973958913
B000008526,감만중학교,중학교,1976-03-05,공립,본교,운영,부산광역시 남구 감만동 2-1,부산광역시 남구 홍곡로 313-14,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2024-11-08,35.12137583,129.088839,2025-03-21,390418.6643952825,282557.979623464
B000003247,일동초등학교,초등학교,1999-09-01,공립,본교,운영,광주광역시 북구 일곡동 890-1,광주광역시 북구 일곡택지로 45,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2024-11-08,35.20613814,126.8933313,2025-03-21,190286.89131678457,289969.5682478318
B000007898,진정초등학교,초등학교,1924-10-20,공립,본교,운영,경상남도 하동군 금남면 진정리 555-1,경상남도 하동군 금남면 진정1길 10,9010000,경상남도교육청,9181000,경상남도하동교육지원청,2013-11-29,2024-11-08,34.98596936,127.8242065,2025-03-21,275254.04041792173,265848.6803494519
B000008386,장승중학교,중학교,1985-04-24,공립,본교,운영,서울특별시 동작구 상도동 175-1,서울특별시 동작구 장승배기로10가길 25,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2024-11-08,37.50352564,126.9406572,2025-03-21,194752.83303708726,544897.0782696034
B000005131,정선초등학교,초등학교,1912-06-01,공립,본교,운영,강원특별자치도 정선군 정선읍 306 번지,강원특별자치도 정선군 정선읍 비봉로 15,7801000,강원특별자치도교육청,7922000,강원특별자치도정선교육지원청,2013-11-29,2024-11-08,37.38159445,128.659891,2025-03-21,347013.5074082068,532655.8635022226
B000009110,울산강남중학교,중학교,1983-03-01,공립,본교,운영,울산광역시 남구 삼산동 1535-1,울산광역시 남구 돋질로 325번길 14,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2024-11-08,35.54592163,129.3411602,2025-03-21,412310.38631842646,330184.9878140415
B000008758,가창중학교,중학교,1963-10-17,사립,본교,운영,대구광역시 달성군 가창면 냉천리 772-2,대구광역시 달성군 가창면 원정길 2,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2024-11-08,35.77389184,128.6442528,2025-03-21,348680.45270802686,354203.742353045
B000009072,학성여자중학교,중학교,1946-10-15,공립,본교,운영,울산광역시 중구 태화동 747-1,울산광역시 중구 명정3길 12,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2024-11-08,35.55542105,129.2912135,2025-03-21,407755.5989603506,331132.7045114467
B000008704,경명여자중학교,중학교,1955-05-09,사립,본교,운영,대구광역시 북구 칠성동2가 411,대구광역시 북구 칠성로17길 18,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2024-11-08,35.88037809,128.5988019,2025-03-21,344377.1802038322,365952.45065540227
B000022899,마사고등학교실습지,고등학교,2002-10-01,사립,본교,운영,전북특별자치도 장수군 천천면 월곡리 662-2,전북특별자치도 장수군 천천면 승마로 1005-31,8321000,전북특별자치도교육청,8422000,전북특별자치도장수교육지원청,2013-11-29,2023-11-29,35.70123128,127.5119303,2025-03-21,246331.19458703592,345015.186818851
B000011974,재현고등학교,고등학교,1978-03-03,사립,본교,운영,서울특별시 노원구 중계동 175,서울특별시 노원구 덕릉로82길 64,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2024-11-08,37.660214,127.0796775,2025-03-21,207030.43795053536,562289.0291471148
B000011097,진영중학교,중학교,1946-09-01,공립,본교,운영,경상남도 김해시 진영읍 진영리 1611-6,경상남도 김해시 진영읍 장등로 29,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2024-11-08,35.30891958,128.7341308,2025-03-21,357716.4263988949,302747.223367467
B000003354,동명초등학교,초등학교,1918-04-01,공립,본교,운영,대전광역시 동구 추동 327,대전광역시 동구 천개동로 16,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2024-11-08,36.37370826,127.4737335,2025-03-21,242511.27159472293,419616.4701183103
B000003608,서생초등학교,초등학교,1923-04-01,공립,본교,운영,울산광역시 울주군 서생면 신암리 223,울산광역시 울주군 서생면 신암해안길 58,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2024-11-08,35.34904705,129.3269821,2025-03-21,411539.3167006933,308305.57283533114
B000002215,서울영도초등학교,초등학교,1987-03-01,공립,본교,운영,서울특별시 양천구 목동 903-1,서울특별시 양천구 목동중앙로 70,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-11-08,37.53596257,126.871927,2025-03-21,188680.51919209308,548503.2226086103
B000008753,포산중학교,중학교,1960-04-08,공립,본교,운영,대구광역시 달성군 유가읍 봉리 598,대구광역시 달성군 유가읍 테크노북로6길 10,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2024-11-08,35.69621268,128.4600355,2025-03-21,332149.8162250099,345320.1391283658
B000003536,매산초등학교,초등학교,2011-03-01,공립,본교,운영,울산광역시 북구 매곡동 산90-6,울산광역시 북구 매산로 53,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2024-11-08,35.64418712,129.3601539,2025-03-21,413771.5387980299,341131.81334036944
B000002860,대구학정초등학교,초등학교,2007-09-01,공립,본교,운영,대구광역시 북구 학정동 985,대구광역시 북구 학남로 32,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2024-11-08,35.94834928,128.56912,2025-03-21,341575.39230293245,373451.80383599544
B000007074,와룡초등학교,초등학교,1933-09-15,공립,본교,운영,경상북도 안동시 와룡면 가구리 684,경상북도 안동시 와룡면 문화마을길 11,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2013-11-29,2024-11-08,36.61929014,128.7685479,2025-03-21,358210.0770430464,448220.7788408524
B000010091,서산중학교,중학교,1946-10-16,공립,본교,운영,충청남도 서산시 석남동 57-1,충청남도 서산시 덕지천로 90,8140000,충청남도교육청,8191000,충청남도서산교육지원청,2013-11-29,2024-11-08,36.76863463,126.4589572,2025-03-21,151695.14767471078,463473.59581091197
B000003329,임곡초등학교,초등학교,1923-09-27,공립,본교,운영,광주광역시 광산구 임곡동 464,광주광역시 광산구 하림길 26,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2024-11-08,35.22046605,126.7467667,2025-03-21,176944.94581444963,291583.3417619497
B000026490,전라중학교,중학교,1968-03-28,공립,본교,운영,전북특별자치도 전주시 덕진구 송천동2가 1297,전북특별자치도 전주시 덕진구 세병로 196,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2013-11-29,2024-11-08,35.88008908,127.131387,2025-03-21,211864.24740746,364747.56130859524
B000002549,교동초등학교,초등학교,1986-03-01,공립,본교,운영,부산광역시 동래구 명륜동 105-1,부산광역시 동래구 시실로 73-13,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2024-11-08,35.21527743,129.0916628,2025-03-21,390456.91874724336,292983.5283564397
B000004512,성저초등학교,초등학교,1995-09-01,공립,본교,운영,경기도 고양시 일산서구 대화동 2006,경기도 고양시 일산서구 성저로 92,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2024-11-08,37.68491869,126.7571114,2025-03-21,178575.52789579288,565055.7840731011
B000007450,북성초등학교,초등학교,1983-09-19,공립,본교,운영,경상남도 창원시 마산회원구 석전동 203-7,경상남도 창원시 마산회원구 석전북1길 3,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2024-11-08,35.23179348,128.5705456,2025-03-21,342972.79155209323,293941.26673807343
B000011534,일산고등학교,고등학교,1956-03-01,공립,본교,운영,경기도 고양시 일산서구 일산동 966-50,경기도 고양시 일산서구 원일로 53,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2024-11-08,37.6889721,126.767316,2025-03-21,179476.7631975741,565503.3915962274
B000012374,서대전고등학교,고등학교,1972-12-26,사립,본교,운영,대전광역시 서구 월평동 307,대전광역시 서구 월평동로 60,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2024-11-08,36.36057062,127.369221,2025-03-21,233138.1930397598,418117.71626663837
B000002214,서울월촌초등학교,초등학교,1986-04-17,공립,본교,운영,서울특별시 양천구 목동 901-1,서울특별시 양천구 목동중앙로 132,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-11-08,37.54023674,126.8767678,2025-03-21,189108.98563636994,548977.0317645818
B000002315,서울신길초등학교,초등학교,1964-03-12,공립,본교,운영,서울특별시 동작구 대방동 351-6,서울특별시 동작구 알마타길 16,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2024-11-08,37.51038715,126.9266448,2025-03-21,193514.43201632265,545659.4914950883
B000010116,세종중학교,중학교,1927-03-01,공립,본교,운영,세종특별자치시 조치원읍 교리 1-1,세종특별자치시 조치원읍 새내로 160,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2024-11-08,36.60650779,127.2980086,2025-03-21,226662.3415472295,445386.9148359485
B000002926,대구매곡초등학교,초등학교,2009-03-01,공립,본교,운영,대구광역시 달성군 다사읍 매곡리 1536,대구광역시 달성군 다사읍 대실역북로3길 6,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2024-11-08,35.86225581,128.4687,2025-03-21,332657.9060422691,363757.07064109476
B000011805,수도전기공업고등학교,고등학교,1924-03-02,사립,본교,운영,서울특별시 강남구 개포동 155,서울특별시 강남구 개포로 410,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-11-08,37.48609632,127.0638047,2025-03-21,205643.00518927875,542962.9092058872
B000004507,문촌초등학교,초등학교,1994-06-01,공립,본교,운영,경기도 고양시 일산서구 주엽동 24,경기도 고양시 일산서구 주엽로 168,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2024-11-08,37.6733938,126.7604434,2025-03-21,178866.16496702476,563775.8724640608
B000012963,태안여자고등학교,고등학교,1974-03-02,사립,본교,운영,충청남도 태안군 태안읍 남문리 416,충청남도 태안군 태안읍 원이로 7-1,8140000,충청남도교육청,8281000,충청남도태안교육지원청,2013-11-29,2024-11-08,36.759906,126.2885658,2025-03-21,136475.03368989582,462604.464608568
B000009595,백양중학교,중학교,1995-12-01,공립,본교,운영,경기도 고양시 덕양구 화정동 992,경기도 고양시 덕양구 화신로 236,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2024-11-08,37.63086839,126.8359445,2025-03-21,185518.66998932575,559041.6382099206
B000012226,달서고등학교,고등학교,1975-03-01,사립,본교,운영,대구광역시 달성군 하빈면 감문리 816,대구광역시 달성군 하빈면 하빈로 118,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2024-11-08,35.88547296,128.4228632,2025-03-21,328479.99874851207,366272.19907187263
B000009813,화촌중학교,중학교,1954-09-13,공립,본교,운영,강원특별자치도 홍천군 화촌면 내삼포리 349 번지,강원특별자치도 홍천군 화촌면 삼포5길 5,7801000,강원특별자치도교육청,7882000,강원특별자치도홍천교육지원청,2013-11-29,2024-11-08,37.7553729,127.9624267,2025-03-21,284813.34232590214,573283.9943850798
B000002596,연미초등학교,초등학교,1972-03-16,공립,본교,운영,부산광역시 연제구 연산동 1824-60,부산광역시 연제구 금련로38번길 84,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2024-11-08,35.17098606,129.0926285,2025-03-21,390648.3687862285,288070.40473040787
B000008679,서남중학교,중학교,1981-12-18,공립,본교,운영,대구광역시 서구 중리동 713,대구광역시 서구 당산로41서길 97,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2024-11-08,35.85776477,128.5424121,2025-03-21,339324.1877614146,363361.22757364373
B000002600,창신초등학교,초등학교,1964-06-01,공립,본교,운영,부산광역시 연제구 거제동 897-3,부산광역시 연제구 종합운동장로12번길 15,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2024-11-08,35.19261559,129.0657711,2025-03-21,388151.2879703984,290419.4212274024
B000002192,서울은정초등학교,초등학교,1996-07-10,공립,본교,운영,서울특별시 양천구 신정동 276-2,서울특별시 양천구 목동남로 85,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-11-08,37.51125774,126.8673755,2025-03-21,188274.37782083213,545761.8514155727
B000010995,창원상남중학교,중학교,2002-03-01,공립,본교,운영,경상남도 창원시 성산구 가음정동 689,경상남도 창원시 성산구 동산로55번길 9,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2024-11-08,35.21474025,128.6852511,2025-03-21,353447.9645092838,292220.2399726578
B000008678,중리중학교,중학교,1980-01-24,공립,본교,운영,대구광역시 서구 중리동 105-1,대구광역시 서구 국채보상로34길 63,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2024-11-08,35.86436971,128.5510114,2025-03-21,340089.3856698722,364106.4601095774
B000012297,강화여자고등학교,고등학교,1955-03-25,공립,본교,운영,인천광역시 강화군 강화읍 관청리 794-1,인천광역시 강화군 강화읍 송악길 58,7310000,인천광역시교육청,7351000,인천광역시강화교육지원청,2013-11-29,2024-11-08,37.75418046,126.478545,2025-03-21,154046.70314183802,572843.5051037314
B000009591,신능중학교,중학교,1996-09-01,공립,본교,운영,경기도 고양시 덕양구 행신동 980,경기도 고양시 덕양구 충장로 78,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2024-11-08,37.61956704,126.8347726,2025-03-21,185413.016943746,557787.4883443867
B000011746,한국산림과학고등학교,고등학교,1972-01-14,공립,본교,운영,경상북도 봉화군 춘양면 서동리 91,경상북도 봉화군 춘양면 서원촌길 8-14,8750000,경상북도교육청,8961000,경상북도봉화교육지원청,2013-11-29,2024-11-08,36.94740753,128.9143618,2025-03-21,370526.7176229395,484889.128112662
B000008267,방이중학교,중학교,1985-03-01,공립,본교,운영,서울특별시 송파구 방이동 53,서울특별시 송파구 오금로11길 64,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-11-08,37.51451109,127.1130206,2025-03-21,209991.96413140083,546120.6696653297
B000009672,율곡중학교,중학교,1955-05-03,사립,본교,운영,경기도 파주시 법원읍 법원리 378,경기도 파주시 법원읍 사임당로905번길 10,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2024-11-08,37.84899113,126.8815913,2025-03-21,189578.58063306517,583245.3705592894
B000022493,거제상동초등학교,초등학교,2015-03-01,공립,본교,운영,경상남도 거제시 상동동 54,경상남도 거제시 상동5길 75-41,9010000,경상남도교육청,9111000,경상남도거제교육지원청,2013-11-29,2024-11-08,34.86151458,128.6342537,2025-03-21,349446.02716805495,252949.86031740578
B000009679,어유중학교,중학교,1979-10-28,공립,본교,운영,경기도 파주시 적성면 어유지리 306,경기도 파주시 적성면 율곡로 2875,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2024-11-08,37.99370424,126.9876843,2025-03-21,198918.18928670228,599301.2647685346
B000003977,용인한빛초등학교,초등학교,2010-06-01,공립,본교,운영,경기도 용인시 수지구 동천동 933,경기도 용인시 수지구 동천로 153번길 23,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2024-11-08,37.33486293,127.0876996,2025-03-21,207771.92263167756,526179.9134343911
B000022742,달산초등학교,초등학교,2014-03-01,공립,본교,운영,부산광역시 기장군 정관읍 달산리 1204,부산광역시 기장군 정관읍 정관로 674,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2024-11-08,35.31913155,129.187376,2025-03-21,398919.33923253405,304696.27773182536
B000003190,삼산초등학교,초등학교,1931-10-29,공립,본교,운영,인천광역시 강화군 삼산면 석모리 243,인천광역시 강화군 삼산면 삼산북로 451,7310000,인천광역시교육청,7351000,인천광역시강화교육지원청,2013-11-29,2024-11-08,37.70349622,126.3223472,2025-03-21,140240.88922117846,567306.0887305368
B000007430,노음초등학교,초등학교,1936-09-28,공립,본교,운영,경상북도 울진군 근남면 노음리 586,경상북도 울진군 근남면 노음6길 22,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,2024-11-08,36.95842073,129.3914227,2025-03-21,412997.6731193615,487072.0266201272
B000026780,갈매중학교,중학교,2016-09-01,공립,본교,운영,경기도 구리시 갈매동 382-5,경기도 구리시 갈매순환로 121,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2024-11-08,37.63089738,127.1200522,2025-03-21,210597.11236592598,559038.9758800063
B000008545,사직중학교,중학교,1981-03-05,공립,본교,운영,부산광역시 동래구 사직동 598-1,부산광역시 동래구 쇠미로51번길 30,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2024-11-08,35.1994721,129.0519304,2025-03-21,386874.77612450614,291154.1541383733
B000008033,저청초등학교,초등학교,1950-06-01,공립,본교,운영,제주특별자치도 제주시 한경면 저지리 1517,제주특별자치도 제주시 한경면 중산간서로 3591,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2013-11-29,2024-11-08,33.32654122,126.2518019,2025-03-21,130336.39351099692,81715.75963162369
B000011354,서울로봇고등학교,고등학교,1994-03-01,공립,본교,운영,서울특별시 강남구 일원동 738,서울특별시 강남구 광평로20길 63,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-11-08,37.48069615,127.0843315,2025-03-21,207458.97031160665,542364.9900866582
B000012218,송현여자고등학교,고등학교,1980-03-01,사립,본교,운영,대구광역시 달서구 송현동 540,대구광역시 달서구 송현로 156,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2024-11-08,35.83150384,128.545741,2025-03-21,339670.9557783911,360451.82883870497
B000012319,광주인성고등학교,고등학교,1973-06-20,사립,본교,운영,광주광역시 남구 행암동 360-7,광주광역시 남구 서문대로 390,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2024-11-08,35.10283514,126.88091,2025-03-21,189142.10790465205,278510.0578175615
B000001954,서울미래초등학교,초등학교,2002-03-01,공립,본교,운영,서울특별시 구로구 구로동 3-13,서울특별시 구로구 새말로 73,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2024-11-08,37.50520381,126.8880137,2025-03-21,190098.2472778561,545087.5706557584
B000009390,서해중학교,중학교,1997-03-01,공립,본교,운영,경기도 시흥시 정왕동 1866-4,경기도 시흥시 옥구천서로373번길 18,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2024-11-08,37.35690764,126.7257594,2025-03-21,175703.92950738542,528658.2007077396
B000002929,대구죽곡초등학교,초등학교,2003-03-01,공립,본교,운영,대구광역시 달성군 다사읍 죽곡리 189,대구광역시 달성군 다사읍 죽곡1길 18,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2024-11-08,35.85666108,128.4633312,2025-03-21,332182.2351404092,363128.9644349342
B000002048,서울연촌초등학교,초등학교,1945-11-10,공립,본교,운영,서울특별시 노원구 하계동 154-12,서울특별시 노원구 공릉로58길 36,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2024-11-08,37.63498895,127.0727394,2025-03-21,206420.41746661862,559488.8073384492
B000008549,학산여자중학교,중학교,1951-08-06,사립,본교,운영,부산광역시 동래구 명장동 산85-18,부산광역시 동래구 충렬사로51번길 61,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2024-11-08,35.2048715,129.09689,2025-03-21,390957.33206451515,291838.8254116169
B000007832,덕계초등학교,초등학교,1943-04-01,공립,본교,운영,경상남도 양산시 덕계동 718-4,경상남도 양산시 덕계로 92,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2013-11-29,2024-11-08,35.37547028,129.1534309,2025-03-21,395695.8834867197,310880.7120664942
B000010099,해미중학교,중학교,1952-01-23,공립,본교,운영,충청남도 서산시 해미면 읍내리 450-1,충청남도 서산시 해미면 남문2로 93,8140000,충청남도교육청,8191000,충청남도서산교육지원청,2013-11-29,2024-11-08,36.71543176,126.5438408,2025-03-21,159245.5720767267,457529.99206031754
B000003520,녹수초등학교,초등학교,1994-03-01,공립,본교,운영,울산광역시 동구 서부동 257-10,울산광역시 동구 봉수로 545,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2024-11-08,35.53051472,129.4289568,2025-03-21,420315.99537268677,328667.9108111055
B000008230,서울대학교사범대학부설여자중학교,중학교,1946-09-01,국립,본교,운영,서울특별시 종로구 동숭동 199-51,서울특별시 종로구 대학로 64,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2024-11-08,37.57791267,127.003843,2025-03-21,200339.46558510984,553151.4839798234
B000002139,서울가동초등학교,초등학교,1990-04-25,공립,본교,운영,서울특별시 송파구 가락동 163,서울특별시 송파구 중대로20길 47,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-11-08,37.49713482,127.1303876,2025-03-21,211530.02456932206,544194.1117955841
