학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자,X,Y
B000008405,남서울중학교,중학교,1964-11-12,공립,본교,운영,서울특별시 관악구 신림동 1690-3,서울특별시 관악구 남부순환로172길 97,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2024-11-08,37.4817951,126.9214593,2025-03-21,193053.31741422153,542486.5159580983
B000008365,봉은중학교,중학교,1986-03-01,공립,본교,운영,서울특별시 강남구 삼성동 82-7,서울특별시 강남구 영동대로128길 59,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-11-08,37.51910487,127.0627595,2025-03-21,205548.12273642028,546626.3704159055
B000003396,대전대화초등학교,초등학교,1982-11-25,공립,본교,운영,대전광역시 대덕구 대화동 244-5,대전광역시 대덕구 대화로 242-36,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2024-11-08,36.36281021,127.4110049,2025-03-21,236887.32824770265,418381.3744307121
B000023141,도담고등학교,고등학교,2013-03-01,공립,본교,운영,세종특별자치시 도담동 642,세종특별자치시 보듬4로 41,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2024-11-08,36.51387216,127.2639169,2025-03-21,223640.4117671424,435098.24168869446
B000003430,가수원초등학교,초등학교,1946-10-26,공립,본교,운영,대전광역시 서구 가수원동 732-3,대전광역시 서구 벌곡로 1359,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2024-11-08,36.30248937,127.35328,2025-03-21,231731.000647407,411667.3361262444
B000001876,서울중화초등학교,초등학교,1946-11-07,공립,본교,운영,서울특별시 중랑구 신내동 531,서울특별시 중랑구 신내로7가길 22,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2024-11-08,37.60300324,127.0946485,2025-03-21,208357.82668212365,555940.4601017452
B000008924,금호중앙중학교,중학교,1959-12-26,사립,본교,운영,광주광역시 북구 운암동 140,광주광역시 북구 금호로 100,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2024-11-08,35.17779883,126.8852718,2025-03-21,189549.37543583976,286826.3044940072
B000011103,월산중학교,중학교,2001-03-01,공립,본교,운영,경상남도 김해시 부곡동 806-10,경상남도 김해시 월산로 104,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2024-11-08,35.20485642,128.8031292,2025-03-21,364202.2396522851,291311.99134761817
B000003476,대전하기초등학교,초등학교,2005-03-01,공립,본교,운영,대전광역시 유성구 하기동 514,대전광역시 유성구 송림로19번길 32,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2024-11-08,36.38854558,127.321529,2025-03-21,228847.41150243167,421206.7017256449
B000002058,서울상월초등학교,초등학교,1990-03-01,공립,본교,운영,서울특별시 노원구 상계동 697,서울특별시 노원구 동일로221길 27,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2024-11-08,37.65848709,127.0571716,2025-03-21,205044.72003448202,562095.9103470991
B000008184,선유중학교,중학교,1985-03-05,공립,본교,운영,서울특별시 영등포구 양평동3가 82,서울특별시 영등포구 선유로 213,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2024-11-08,37.53284324,126.8943293,2025-03-21,190660.11416208494,548154.5545797304
B000001868,서울중목초등학교,초등학교,1997-09-01,공립,본교,운영,서울특별시 중랑구 면목동 180-5,서울특별시 중랑구 동일로 665,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2024-11-08,37.58997982,127.0793361,2025-03-21,207006.90370892032,554493.7525776414
B000012028,독산고등학교,고등학교,2002-03-02,공립,본교,운영,서울특별시 금천구 독산동 907-34,서울특별시 금천구 문성로 64,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2024-11-08,37.476199,126.9109732,2025-03-21,192125.2668276304,541866.2486990563
B000005742,연봉초등학교,초등학교,1946-09-01,공립,본교,운영,세종특별자치시 연서면 봉암리 210-2,세종특별자치시 연서면 당산로 357-1,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2024-11-08,36.56392345,127.2822546,2025-03-21,225266.7286916762,440657.0626261557
B000005745,연남초등학교,초등학교,1908-04-01,공립,본교,운영,세종특별자치시 연기면 연기리 397,세종특별자치시 연기면 연기길 2,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2024-11-08,36.54344607,127.2781964,2025-03-21,224910.01914455087,438383.63584825787
B000005744,수왕초등학교,초등학교,1970-04-07,공립,본교,운영,세종특별자치시 연기면 눌왕리 324,세종특별자치시 연기면 눌왕길 8-45,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2024-11-08,36.54389406,127.2524928,2025-03-21,222608.3547899239,438427.0024519514
B000010586,산이중학교,중학교,1967-03-17,공립,본교,운영,전라남도 해남군 산이면 초송리 527-5,전라남도 해남군 산이면 비석길 98-2,8490000,전라남도교육청,8641000,전라남도해남교육지원청,2013-11-29,2024-11-08,34.64518504,126.448975,2025-03-21,149481.49017763167,227870.76054400048
B000009470,광남중학교,중학교,1982-03-05,공립,본교,운영,경기도 광명시 광명동 384-6,경기도 광명시 광명로 785,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2024-11-08,37.47054524,126.8477212,2025-03-21,186529.38787811715,541245.9251967228
B000013346,김해임호고등학교,고등학교,2012-03-01,공립,본교,운영,경상남도 김해시 외동 715-2,경상남도 김해시 분성로3번길 77,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2024-11-08,35.23803636,128.8521631,2025-03-21,368599.3715277136,295075.92896110273
B000008256,방산중학교,중학교,1991-03-01,공립,본교,운영,서울특별시 송파구 방이동 220,서울특별시 송파구 오금로29길 31,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-11-08,37.5090712,127.1217525,2025-03-21,210764.71848377786,545517.8739687976
B000011200,하동중앙중학교,중학교,1961-09-01,공립,본교,운영,경상남도 하동군 하동읍 읍내리 667,경상남도 하동군 하동읍 연화길 77,9010000,경상남도교육청,9181000,경상남도하동교육지원청,2013-11-29,2024-11-08,35.07709986,127.7492041,2025-03-21,268329.92347525,275905.1822630805
B000003402,신탄진초등학교,초등학교,1908-09-01,공립,본교,운영,대전광역시 대덕구 석봉동 308-7,대전광역시 대덕구 석봉로3번길 50,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2024-11-08,36.44904263,127.4224192,2025-03-21,237869.88573375583,427954.7831204987
B000002008,서울영림초등학교,초등학교,1982-10-04,공립,본교,운영,서울특별시 영등포구 대림동 993-16,서울특별시 영등포구 시흥대로173길 14,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2024-11-08,37.4872977,126.9025393,2025-03-21,191380.53358827953,543098.7958501482
B000002469,서천초등학교,초등학교,1985-03-01,공립,본교,운영,부산광역시 사하구 감천동 506-1,부산광역시 사하구 감천로105번길 10,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2024-11-08,35.08859678,129.0038498,2025-03-21,382743.13203284715,278761.34561755264
B000002848,대구관천초등학교,초등학교,1993-09-01,공립,본교,운영,대구광역시 북구 태전동 999-2,대구광역시 북구 구암로22길 17,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2024-11-08,35.93053458,128.5518975,2025-03-21,340052.79105178,371450.04119571496
B000003352,산내초등학교,초등학교,1920-06-20,공립,본교,운영,대전광역시 동구 낭월동 632,대전광역시 동구 산내로 1292,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2024-11-08,36.27910453,127.4694593,2025-03-21,242178.6715999329,409116.78290159715
B000002125,서울평화초등학교,초등학교,1992-09-01,공립,본교,운영,서울특별시 송파구 가락동 106,서울특별시 송파구 송파대로26길 22,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-11-08,37.49162927,127.1223566,2025-03-21,210820.64651513187,543582.1138528035
B000003362,대전성남초등학교,초등학교,1952-04-15,공립,본교,운영,대전광역시 동구 성남동 193-5,대전광역시 동구 성남로32번길 5,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2024-11-08,36.34318037,127.4292008,2025-03-21,238530.07558859716,416210.2194150602
B000012076,방산고등학교,고등학교,2003-03-01,공립,본교,운영,서울특별시 송파구 방이동 220-5,서울특별시 송파구 오금로27길 18,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-11-08,37.50831315,127.120799,2025-03-21,210680.52297946677,545433.6314214774
B000008269,세륜중학교,중학교,1992-03-01,공립,본교,운영,서울특별시 송파구 오금동 7-3,서울특별시 송파구 양재대로72길 41,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-11-08,37.50849606,127.1314098,2025-03-21,211618.65589811167,545455.1893341832
B000003292,진남초등학교,초등학교,2007-11-26,공립,본교,운영,광주광역시 남구 노대동 732,광주광역시 남구 효우로60번길 12,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2024-11-08,35.10891738,126.9025323,2025-03-21,191114.15679353315,279182.6947722022
B000008068,의귀초등학교,초등학교,1959-02-20,공립,본교,운영,제주특별자치도 서귀포시 남원읍 의귀리 1483-3,제주특별자치도 서귀포시 남원읍 한신로 213,9290000,제주특별자치도교육청,9299000,제주특별자치도서귀포시교육지원청,2013-11-29,2024-11-08,33.31070308,126.7139884,2025-03-21,173365.32907270401,79745.7491467843
B000002202,서울양원초등학교,초등학교,1991-05-06,공립,본교,운영,서울특별시 양천구 신월동 260-1,서울특별시 양천구 화곡로 16,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-11-08,37.53865393,126.8234816,2025-03-21,184399.3252289569,548808.8650386735
B000011104,율하중학교,중학교,2010-03-01,공립,본교,운영,경상남도 김해시 율하동 1293,경상남도 김해시 율하1로 39,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2024-11-08,35.17473289,128.8079042,2025-03-21,364697.92679441004,287977.3044964853
B000012153,삼성여자고등학교,고등학교,1975-03-03,사립,본교,운영,부산광역시 사하구 감천동 598-1,부산광역시 사하구 감천로43번길 45,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2024-11-08,35.09411242,128.9985278,2025-03-21,382245.4414255937,279363.64040730253
B000007846,좌삼초등학교,초등학교,1946-09-20,공립,본교,운영,경상남도 양산시 상북면 좌삼리 493,경상남도 양산시 상북면 수서로 275-16,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2013-11-29,2024-11-08,35.44048628,129.0436708,2025-03-21,385570.67572954623,317884.00132089236
B000011160,영산중학교,중학교,1951-06-25,공립,본교,운영,경상남도 창녕군 영산면 서리 253,경상남도 창녕군 영산면 영산계성로 87,9010000,경상남도교육청,9141000,경상남도창녕교육지원청,2013-11-29,2024-11-08,35.45981956,128.523952,2025-03-21,338341.43909236207,319176.94351949973
B000007805,유어초등학교,초등학교,1926-10-01,공립,본교,운영,경상남도 창녕군 유어면 부곡리 481,경상남도 창녕군 유어면 마수원길 39,9010000,경상남도교육청,9141000,경상남도창녕교육지원청,2013-11-29,2024-11-08,35.50887408,128.4109906,2025-03-21,328008.48290560656,324467.6503531098
B000002310,서울동작초등학교,초등학교,1983-04-06,공립,본교,운영,서울특별시 동작구 사당동 산9-1,서울특별시 동작구 동작대로29길 214,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2024-11-08,37.49410161,126.9768411,2025-03-21,197952.0028954727,543849.730917665
B000012048,서울문영여자고등학교,고등학교,1992-03-01,사립,본교,운영,서울특별시 관악구 봉천동 1695,서울특별시 관악구 관악로 85,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2024-11-08,37.47345338,126.9510607,2025-03-21,195670.9889717603,541558.9242410857
B000002198,서울갈산초등학교,초등학교,1988-03-01,공립,본교,운영,서울특별시 양천구 신정동 330-10,서울특별시 양천구 목동로 31,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-11-08,37.51174342,126.8699978,2025-03-21,188506.29568085432,545815.432192042
B000002049,서울태랑초등학교,초등학교,2001-09-01,공립,본교,운영,서울특별시 노원구 공릉동 116,서울특별시 노원구 화랑로51나길 31,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2024-11-08,37.62637772,127.0907213,2025-03-21,208008.53254532412,558534.4334282645
B000002065,서울한천초등학교,초등학교,1984-05-07,공립,본교,운영,서울특별시 노원구 월계동 3-7,서울특별시 노원구 마들로 45,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2024-11-08,37.62015506,127.0688927,2025-03-21,206082.09314351628,557842.1456194537
B000002467,괴정초등학교,초등학교,1970-03-01,공립,본교,운영,부산광역시 사하구 괴정동 230,부산광역시 사하구 낙동대로 152,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2024-11-08,35.103589,128.9996516,2025-03-21,382326.8237993347,280417.27034163696
B000003436,대전관저초등학교,초등학교,1997-09-01,공립,본교,운영,대전광역시 서구 관저동 992,대전광역시 서구 관저동로 161,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2024-11-08,36.30625118,127.3398212,2025-03-21,230520.68420544543,412080.4373673039
B000026788,대구국우초등학교,초등학교,2022-03-01,공립,본교,운영,대구광역시 북구 국우동 129,대구광역시 북구 도남중앙로10길 45,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2024-11-08,35.95579156,128.5856952,2025-03-21,343057.6022227354,374301.86317027116
B000007725,무안초등학교,초등학교,1921-04-21,공립,본교,운영,경상남도 밀양시 무안면 무안리 927-1,경상남도 밀양시 무안면 사명로 531,9010000,경상남도교육청,9101000,경상남도밀양교육지원청,2013-11-29,2024-11-08,35.47275121,128.651293,2025-03-21,349878.2229238489,320797.7831984528
B000012181,영신고등학교,고등학교,1946-10-17,사립,본교,운영,대구광역시 동구 봉무동 524,대구광역시 동구 팔공로50길 32,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2024-11-08,35.91893236,128.6458576,2025-03-21,348554.7467822399,370301.42159132194
B000009788,상장중학교,중학교,1983-12-31,공립,본교,운영,강원특별자치도 태백시 황지동 123 번지,강원특별자치도 태백시 태백로 1221,7801000,강원특별자치도교육청,7852000,강원특별자치도태백교육지원청,2013-11-29,2024-11-08,37.14999292,128.9925732,2025-03-21,377023.0241509194,507518.3694374118
B000005015,맹방초등학교,초등학교,1946-12-12,공립,본교,운영,강원특별자치도 삼척시 근덕면 상맹방리 171-1 번지,강원특별자치도 삼척시 근덕면 삼척로 3884-4,7801000,강원특별자치도교육청,7872000,강원특별자치도삼척교육지원청,2013-11-29,2024-11-08,37.39860927,129.2134913,2025-03-21,396006.20229848824,535551.34433217
B000009803,미로중학교,중학교,1971-04-21,공립,본교,운영,강원특별자치도 삼척시 미로면 하거노리 449,강원특별자치도 삼척시 미로면 강원남부로 3907,7801000,강원특별자치도교육청,7872000,강원특별자치도삼척교육지원청,2013-11-29,2024-11-08,37.41078465,129.1043317,2025-03-21,386308.69752017467,536681.527576868
B000002295,서울신구초등학교,초등학교,1981-11-03,공립,본교,운영,서울특별시 강남구 신사동 550-11,서울특별시 강남구 압구정로18길 28,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-11-08,37.52318884,127.0242775,2025-03-21,202146.08469564153,547078.0661200035
B000007934,거창초등학교,초등학교,1907-06-01,공립,본교,운영,경상남도 거창군 거창읍 중앙리 311,경상남도 거창군 거창읍 아림로 48,9010000,경상남도교육청,9211000,경상남도거창교육지원청,2013-11-29,2024-11-08,35.68771507,127.9110098,2025-03-21,282463.7399185337,343777.19977308623
B000008561,동래여자중학교,중학교,1895-10-15,사립,본교,운영,부산광역시 금정구 구서동 72-3,부산광역시 금정구 체육공원로 20,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2024-11-08,35.24602298,129.096671,2025-03-21,390840.9547462004,296404.9748293103
B000003295,유안초등학교,초등학교,1991-03-01,공립,본교,운영,광주광역시 남구 봉선동 124,광주광역시 남구 봉선로175번길 16,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2024-11-08,35.12533927,126.9144592,2025-03-21,192203.062136433,281003.58588305477
B000001877,서울봉화초등학교,초등학교,1996-09-19,공립,본교,운영,서울특별시 중랑구 신내동 655,서울특별시 중랑구 신내로15길 110,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2024-11-08,37.61331383,127.0921725,2025-03-21,208138.06285009312,557084.6058267718
B000002770,영신초등학교,초등학교,1965-03-10,사립,본교,운영,대구광역시 동구 봉무동 524,대구광역시 동구 팔공로50길 32,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2024-11-08,35.91956207,128.6457809,2025-03-21,348546.6453853304,370371.185003799
B000005687,서령초등학교,초등학교,1948-09-01,공립,본교,운영,충청남도 서산시 죽성동 77-2,충청남도 서산시 남부순환로 749,8140000,충청남도교육청,8191000,충청남도서산교육지원청,2013-11-29,2024-11-08,36.74401718,126.4475791,2025-03-21,150663.52777494784,460747.4877614571
B000008630,동아중학교,중학교,1946-03-10,사립,본교,운영,부산광역시 수영구 광안동 1222-23,부산광역시 수영구 호암로 55,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2024-11-08,35.15700619,129.1072124,2025-03-21,392010.1074021668,286547.138681639
B000004967,통리초등학교,초등학교,1955-03-01,공립,본교,운영,강원특별자치도 태백시 통동 69-8 번지,강원특별자치도 태백시 통골2길 9,7801000,강원특별자치도교육청,7852000,강원특별자치도태백교육지원청,2013-11-29,2024-11-08,37.16636719,129.0355798,2025-03-21,380805.20605483034,509417.06119441276
B000011355,단국대학교부속소프트웨어고등학교,고등학교,1941-05-25,사립,본교,운영,서울특별시 강남구 대치동 1013-3,서울특별시 강남구 도곡로64길 21,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-11-08,37.49562483,127.0576122,2025-03-21,205094.68182209102,544020.0956443086
B000022613,거제장평중학교,중학교,2013-03-01,공립,본교,운영,경상남도 거제시 장평동 148,경상남도 거제시 장평4로 40,9010000,경상남도교육청,9111000,경상남도거제교육지원청,2013-11-29,2024-11-08,34.88636155,128.6062553,2025-03-21,346841.2456727831,255665.31793223042
B000022983,연무여자중학교,중학교,1969-11-18,사립,본교,운영,충청남도 논산시 연무읍 동산리 879,충청남도 논산시 연무읍 동안로887번길 5,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2013-11-29,2024-11-08,36.13467435,127.1038318,2025-03-21,209345.91619735252,392993.14441605844
B000002721,기장초등학교,초등학교,1911-07-01,공립,본교,운영,부산광역시 기장군 기장읍 동부리 320,부산광역시 기장군 기장읍 읍내로 69,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2024-11-08,35.24595438,129.212225,2025-03-21,401360.6712580254,296625.74291090254
B000012154,성일여자고등학교,고등학교,1988-03-01,사립,본교,운영,부산광역시 사하구 신평동 60-1,부산광역시 사하구 다대로 161,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2024-11-08,35.08881392,128.9790734,2025-03-21,380482.8351098843,278740.2707214008
B000007661,칠산초등학교,초등학교,1945-03-01,공립,본교,운영,경상남도 김해시 화목동 773-1,경상남도 김해시 칠산로413번길 16-2,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2024-11-08,35.20966332,128.8519631,2025-03-21,368639.8796203293,291927.19641978253
B000007938,북상초등학교,초등학교,1928-07-01,공립,본교,운영,경상남도 거창군 북상면 갈계리 1439-1,경상남도 거창군 북상면 송계로 731-18,9010000,경상남도교육청,9211000,경상남도거창교육지원청,2013-11-29,2024-11-08,35.77968978,127.8169387,2025-03-21,273863.3304887086,353907.5876502687
B000013479,대영고등학교,고등학교,1987-12-15,공립,본교,운영,서울특별시 영등포구 신길동 336-2,서울특별시 영등포구 도림로86길 16,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2024-11-08,37.50342297,126.9059721,2025-03-21,191685.91975915665,544888.1822522073
B000002754,대구아양초등학교,초등학교,1958-04-07,공립,본교,운영,대구광역시 동구 신암동 1463,대구광역시 동구 아양로 221,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2024-11-08,35.88703836,128.6373809,2025-03-21,347848.9056386803,366749.2326321867
B000009024,가수원중학교,중학교,1988-03-05,공립,본교,운영,대전광역시 서구 가수원동 806-18,대전광역시 서구 가수원로 26,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2024-11-08,36.29797265,127.3544214,2025-03-21,231835.35508938855,411166.512168483
B000008657,동원중학교,중학교,1985-03-01,공립,본교,운영,대구광역시 수성구 만촌동 254,대구광역시 수성구 효행로2길 81,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2024-11-08,35.87553859,128.6507539,2025-03-21,349078.09422266216,365493.40614943067
B000002213,서울양동초등학교,초등학교,1972-08-11,공립,본교,운영,서울특별시 양천구 신정동 941,서울특별시 양천구 오목로23길 24,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-11-08,37.52600601,126.8511587,2025-03-21,186843.2039515251,547400.8692364382
B000011810,한국과학영재학교,고등학교,1991-03-04,국립,본교,운영,부산광역시 부산진구 당감동 899,부산광역시 부산진구 백양관문로 105-47,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2024-11-08,35.16563755,129.0265261,2025-03-21,384637.35753925913,287352.128049283
B000012208,대구남산고등학교,고등학교,1953-01-31,사립,본교,운영,대구광역시 수성구 수성동1가 96-16,대구광역시 수성구 신천동로 364,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2024-11-08,35.85788537,128.6093016,2025-03-21,345366.50619097264,363471.987273872
B000026354,고헌중학교,중학교,2020-03-01,공립,본교,운영,울산광역시 북구 화봉동 1485-1,울산광역시 북구 박상진2로 81,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2024-11-08,35.5975672,129.3637263,2025-03-21,414219.5591202366,335965.5922136189
B000002653,서감초등학교,초등학교,1984-03-30,공립,본교,운영,부산광역시 사상구 감전동 122-1,부산광역시 사상구 괘감로 64,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2013-11-29,2024-11-08,35.15728802,128.9822978,2025-03-21,380625.6205524132,286344.3773141302
B000011816,부일외국어고등학교,고등학교,1995-03-01,사립,본교,운영,부산광역시 사하구 감천동 634-61,부산광역시 사하구 감천로73번길 36,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2024-11-18,35.09131792,129.0015624,2025-03-21,382528.43488171126,279059.10419299547
B000011813,부산센텀여자고등학교,고등학교,2004-03-01,사립,본교,운영,부산광역시 해운대구 우동 1025-127,부산광역시 해운대구 해운대로469번길 50-1,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2024-11-08,35.16566125,129.1447463,2025-03-21,395410.03632131603,287580.7092122123
B000008641,불로중학교,중학교,1991-03-01,공립,본교,운영,대구광역시 동구 불로동 1010,대구광역시 동구 방천로5길 8,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2024-11-08,35.89818744,128.6339889,2025-03-21,347521.9040181245,367981.3324939428
B000008258,오륜중학교,중학교,1989-03-01,공립,본교,운영,서울특별시 송파구 방이동 89-7,서울특별시 송파구 양재대로 1242,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-11-08,37.51606548,127.1387635,2025-03-21,212267.59791467938,546296.2325985798
B000002791,대구범일초등학교,초등학교,1992-11-01,공립,본교,운영,대구광역시 수성구 범물동 1364,대구광역시 수성구 범안로4길 22,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2024-11-08,35.81655445,128.6396582,2025-03-21,348185.6887749629,358931.03599247645
B000002789,대구복명초등학교,초등학교,1926-04-10,공립,본교,운영,대구광역시 수성구 범물동 1293,대구광역시 수성구 범안로20길 8,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2024-11-08,35.81772675,128.6477391,2025-03-21,348913.8817720881,359073.3913918608
B000005919,안중초등학교,초등학교,1948-02-24,공립,본교,운영,충청남도 태안군 안면읍 중장리 653,충청남도 태안군 안면읍 율포길 31,8140000,충청남도교육청,8281000,충청남도태안교육지원청,2013-11-29,2024-11-08,36.4737391,126.3718407,2025-03-21,143703.18512508876,430795.8073071352
B000003415,대전중원초등학교,초등학교,1991-03-01,공립,본교,운영,대전광역시 대덕구 중리동 371-5,대전광역시 대덕구 중리로64번길 45,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2024-11-08,36.36521601,127.4270686,2025-03-21,238327.85919710883,418654.589728817
B000025444,용아초등학교,초등학교,2020-09-01,공립,본교,운영,충청북도 청주시 상당구 용암동 236-6,충청북도 청주시 상당구 중고개로142번길 32-15,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2024-11-08,36.61822602,127.5225275,2025-03-21,246742.73436272083,446773.0810258612
B000011838,광주자동화설비마이스터고등학교,고등학교,1979-03-08,공립,본교,운영,광주광역시 광산구 우산동 1084,광주광역시 광산구 사암로92번길 136-26,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2024-11-08,35.14953342,126.813405,2025-03-21,182997.12013233983,283700.3504787395
B000011362,부산디지털고등학교,고등학교,1953-09-18,사립,본교,운영,부산광역시 중구 영주동 446-2,부산광역시 중구 망양로 356,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2024-11-08,35.10871851,129.0321157,2025-03-21,385275.68303642946,281046.39656644454
B000011565,김화공업고등학교,고등학교,1968-04-25,공립,본교,운영,강원특별자치도 철원군 서면 와수리 589-5 번지,강원특별자치도 철원군 서면 와수1로 72,7801000,강원특별자치도교육청,7932000,강원특별자치도철원교육지원청,2013-11-29,2024-11-08,38.24294691,127.4349464,2025-03-21,238076.12438252612,627056.2699576622
B000009871,석천중학교,중학교,1970-03-10,공립,본교,운영,강원특별자치도 양구군 양구읍 정림리 230-1 번지,강원특별자치도 양구군 양구읍 박수근로 327,7801000,강원특별자치도교육청,7952000,강원특별자치도양구교육지원청,2013-11-29,2024-11-08,38.1015051,127.9816654,2025-03-21,286104.1229442373,611721.9865745663
B000008631,기장중학교,중학교,1954-07-22,공립,본교,운영,부산광역시 기장군 기장읍 대라리 40,부산광역시 기장군 기장읍 읍내로 120,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2024-11-08,35.24409183,129.2176895,2025-03-21,401862.7623941926,296430.15384369815
B000009916,운호중학교,중학교,1968-03-06,사립,본교,운영,충청북도 청주시 서원구 모충동 132-13,충청북도 청주시 서원구 무심서로 375,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2024-11-08,36.62565381,127.4862797,2025-03-21,243495.98803727407,447580.32819188
B000013541,문현고등학교,고등학교,2006-03-01,공립,본교,운영,울산광역시 동구 방어동 1008,울산광역시 동구 화잠7길 25,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2024-11-08,35.48250651,129.409024,2025-03-21,418637.84870296094,323295.4667253592
