학구ID,학교ID,학교명,학교급구분,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,데이터기준일자,X,Y
Z000100321,B000002233,서울가양초등학교,초등학교,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2023-03-22,187544.38696608576,551361.4453598534
Z000104762,B000006689,강진동초등학교,초등학교,8490000,전라남도교육청,8631000,전라남도강진교육지원청,2023-03-22,179468.56276851532,227260.906177003
Z000150867,B000006689,강진동초등학교,초등학교,8490000,전라남도교육청,8631000,전라남도강진교육지원청,2023-03-22,179468.56276851532,227260.906177003
Z000100569,B000002480,당리초등학교,초등학교,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2023-03-22,380086.59375545534,279964.3123820206
Z000104339,B000006265,고산초등학교,초등학교,8320000,전라북도교육청,8391000,전라북도완주교육지원청,2023-03-22,123403.93235586828,79295.2957016963
Z000104339,B000006265,고산초등학교,초등학교,8320000,전라북도교육청,8391000,전라북도완주교육지원청,2023-03-22,219280.62502386916,375294.35535333055
Z000104339,B000006265,고산초등학교,초등학교,8320000,전라북도교육청,8391000,전라북도완주교육지원청,2023-03-22,209333.9060555571,570200.8960430014
Z000104339,B000006265,고산초등학교,초등학교,8320000,전라북도교육청,8391000,전라북도완주교육지원청,2023-03-22,282096.4939516209,538908.9637216047
Z000104339,B000006265,고산초등학교,초등학교,8320000,전라북도교육청,8391000,전라북도완주교육지원청,2023-03-22,161888.9900766644,484330.74107319646
Z000100028,B000001852,서울종암초등학교,초등학교,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2023-03-22,202760.79650818388,553591.1357267959
Z000106293,B000025206,인천새봄초등학교,초등학교,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2023-03-22,169705.62412193662,534549.978460302
Z000103383,B000005261,남평초등학교,초등학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2023-03-22,243742.089976878,446016.4092756072
Z000103383,B000005261,남평초등학교,초등학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2023-03-22,347226.0373463477,538185.2639555098
Z000103383,B000005261,남평초등학교,초등학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2023-03-22,185939.8073783084,271818.8052066788
Z000151052,B000005479,오선초등학교,초등학교,8000000,충청북도교육청,8101000,충청북도음성교육지원청,2023-03-22,250404.4261951445,486817.4374972563
Z000103618,B000005479,오선초등학교,초등학교,8000000,충청북도교육청,8101000,충청북도음성교육지원청,2023-03-22,250404.4261951445,486817.4374972563
Z000106108,B000024286,연양초등학교,초등학교,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2023-03-22,222939.183269888,433909.1392524816
Z000150320,B000003971,상하초등학교,초등학교,7530000,경기도교육청,7751000,경기도용인교육지원청,2023-03-22,212493.10953238237,517510.40536821296
Z000150320,B000003971,상하초등학교,초등학교,7530000,경기도교육청,7751000,경기도용인교육지원청,2023-03-22,153460.4990648891,316514.0908212691
Z000102840,B000003971,상하초등학교,초등학교,7530000,경기도교육청,7751000,경기도용인교육지원청,2023-03-22,212493.10953238237,517510.40536821296
Z000102840,B000003971,상하초등학교,초등학교,7530000,경기도교육청,7751000,경기도용인교육지원청,2023-03-22,153460.4990648891,316514.0908212691
Z000151244,B000005240,새터초등학교,초등학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2023-03-22,242114.86677478263,452187.6256354556
Z000103413,B000005240,새터초등학교,초등학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2023-03-22,242114.86677478263,452187.6256354556
Z000101593,B000003433,대전선암초등학교,초등학교,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2023-03-22,230025.0243791728,411098.93102859496
Z000101365,B000003215,문흥초등학교,초등학교,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2023-03-22,192207.45535680017,287152.8388209517
Z000105300,B000007283,구천초등학교,초등학교,8750000,경상북도교육청,8871000,경상북도의성교육지원청,2023-03-22,270166.88256748545,368252.9598792336
Z000105300,B000007283,구천초등학교,초등학교,8750000,경상북도교육청,8871000,경상북도의성교육지원청,2023-03-22,328552.01799253013,417786.2438593885
Z000151184,B000007932,월천초등학교,초등학교,9010000,경상남도교육청,9211000,경상남도거창교육지원청,2023-03-22,282980.24906241504,346674.8578168849
Z000150792,B000007932,월천초등학교,초등학교,9010000,경상남도교육청,9211000,경상남도거창교육지원청,2023-03-22,282980.24906241504,346674.8578168849
Z000150791,B000007932,월천초등학교,초등학교,9010000,경상남도교육청,9211000,경상남도거창교육지원청,2023-03-22,282980.24906241504,346674.8578168849
Z000105941,B000007932,월천초등학교,초등학교,9010000,경상남도교육청,9211000,경상남도거창교육지원청,2023-03-22,282980.24906241504,346674.8578168849
Z000105136,B000007107,도량초등학교,초등학교,8750000,경상북도교육청,8801000,경상북도구미교육지원청,2023-03-22,318805.8043993479,394901.3261957528
Z000150718,B000007107,도량초등학교,초등학교,8750000,경상북도교육청,8801000,경상북도구미교육지원청,2023-03-22,318805.8043993479,394901.3261957528
Z000100198,B000002066,서울연지초등학교,초등학교,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2023-03-22,205294.20325642647,559324.5630821104
Z000101529,B000003346,대전천동초등학교,초등학교,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2023-03-22,239988.2044069365,413240.6668995731
Z000150293,B000004797,율길초등학교,초등학교,7530000,경기도교육청,7721000,경기도가평교육지원청,2023-03-22,225393.18582517863,582029.3241904826
Z000150294,B000004797,율길초등학교,초등학교,7530000,경기도교육청,7721000,경기도가평교육지원청,2023-03-22,225393.18582517863,582029.3241904826
Z000102748,B000004797,율길초등학교,초등학교,7530000,경기도교육청,7721000,경기도가평교육지원청,2023-03-22,225393.18582517863,582029.3241904826
Z000103409,B000005258,산남초등학교,초등학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2023-03-22,241341.53900430343,446000.7261243032
Z000103409,B000005258,산남초등학교,초등학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2023-03-22,204415.8176364328,519027.6303660038
Z000100233,B000002115,서울보광초등학교,초등학교,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2023-03-22,199681.32898922512,548107.5101391497
Z000100416,B000002273,서울신동초등학교,초등학교,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2023-03-22,201051.8400473999,546378.9912562121
Z000101420,B000003315,비아초등학교,초등학교,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2023-03-22,184137.9635248007,291777.5966026644
Z000101285,B000003159,인천발산초등학교,초등학교,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2023-03-22,173412.05747683474,554577.8158705609
Z000100816,B000002697,부흥초등학교,초등학교,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2023-03-22,398451.3459638123,288762.60209939536
Z000103188,B000004852,가산초등학교,초등학교,7800000,강원도교육청,7811000,강원도춘천교육지원청,2023-03-22,268821.7693918797,590154.1030578124
Z000103188,B000004852,가산초등학교,초등학교,7800000,강원도교육청,7811000,강원도춘천교육지원청,2023-03-22,216286.31969474905,583137.1952843782
Z000103188,B000004852,가산초등학교,초등학교,7800000,강원도교육청,7811000,강원도춘천교육지원청,2023-03-22,338704.9829182376,387991.5778899953
Z000103188,B000004852,가산초등학교,초등학교,7800000,강원도교육청,7811000,강원도춘천교육지원청,2023-03-22,385619.5238359998,285300.2733191863
Z000150503,B000006769,함평초등학교,초등학교,8490000,전라남도교육청,8671000,전라남도함평교육지원청,2023-03-22,155586.58310873195,274055.57759550447
Z000151215,B000006769,함평초등학교,초등학교,8490000,전라남도교육청,8671000,전라남도함평교육지원청,2023-03-22,155586.58310873195,274055.57759550447
Z000101649,B000003540,상안초등학교,초등학교,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2023-03-22,411442.7972251632,339962.3575300142
Z000100216,B000002020,서울창림초등학교,초등학교,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2023-03-22,203661.31966745516,560382.8924778312
Z000104601,B000006511,월등초등학교,초등학교,8490000,전라남도교육청,8521000,전라남도순천교육지원청,2023-03-22,234465.9388095761,277458.3720435641
Z000105190,B000007170,대창초등학교,초등학교,8750000,경상북도교육청,8821000,경상북도영천교육지원청,2023-03-22,372136.2821074756,365237.6453045413
Z000105190,B000007170,대창초등학교,초등학교,8750000,경상북도교육청,8821000,경상북도영천교육지원청,2023-03-22,164573.18085700323,403810.3937005535
Z000150876,B000007170,대창초등학교,초등학교,8750000,경상북도교육청,8821000,경상북도영천교육지원청,2023-03-22,372136.2821074756,365237.6453045413
Z000150876,B000007170,대창초등학교,초등학교,8750000,경상북도교육청,8821000,경상북도영천교육지원청,2023-03-22,164573.18085700323,403810.3937005535
Z000150874,B000007170,대창초등학교,초등학교,8750000,경상북도교육청,8821000,경상북도영천교육지원청,2023-03-22,372136.2821074756,365237.6453045413
Z000150874,B000007170,대창초등학교,초등학교,8750000,경상북도교육청,8821000,경상북도영천교육지원청,2023-03-22,164573.18085700323,403810.3937005535
Z000150875,B000007170,대창초등학교,초등학교,8750000,경상북도교육청,8821000,경상북도영천교육지원청,2023-03-22,372136.2821074756,365237.6453045413
Z000150875,B000007170,대창초등학교,초등학교,8750000,경상북도교육청,8821000,경상북도영천교육지원청,2023-03-22,164573.18085700323,403810.3937005535
Z000105510,B000007495,안남초등학교,초등학교,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2023-03-22,260349.98271882036,417635.66733734624
Z000105510,B000007495,안남초등학교,초등학교,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2023-03-22,355733.90082160494,291665.0063188372
Z000105510,B000007495,안남초등학교,초등학교,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2023-03-22,392014.893908292,290394.4151495418
Z000150556,B000007495,안남초등학교,초등학교,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2023-03-22,260349.98271882036,417635.66733734624
Z000150556,B000007495,안남초등학교,초등학교,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2023-03-22,355733.90082160494,291665.0063188372
Z000150556,B000007495,안남초등학교,초등학교,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2023-03-22,392014.893908292,290394.4151495418
Z000104944,B000006890,흑산초등학교흑산동분교장,초등학교,8490000,전라남도교육청,8721000,전라남도신안교육지원청,2023-03-22,59385.91912912141,238385.8017135166
Z000105094,B000007075,녹전초등학교,초등학교,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2023-03-22,358455.9938368518,461715.0192805266
Z000105094,B000007075,녹전초등학교,초등학교,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2023-03-22,349374.33361462364,506694.1883158787
Z000102856,B000003995,수지초등학교,초등학교,7530000,경기도교육청,7751000,경기도용인교육지원청,2023-03-22,207628.5501355103,524159.5275153507
Z000102856,B000003995,수지초등학교,초등학교,7530000,경기도교육청,7751000,경기도용인교육지원청,2023-03-22,234008.8398039332,304547.60373435053
Z000100568,B000002478,다송초등학교,초등학교,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2023-03-22,380622.42505502165,276575.7652062921
Z000100568,B000002478,다송초등학교,초등학교,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2023-03-22,196009.9791384377,382593.3450369373
Z000151230,B000003933,대부초등학교,초등학교,7530000,경기도교육청,7611000,경기도안산교육지원청,2023-03-22,162834.43328312217,516341.89241542737
Z000102132,B000003933,대부초등학교,초등학교,7530000,경기도교육청,7611000,경기도안산교육지원청,2023-03-22,162834.43328312217,516341.89241542737
Z000150968,B000022607,운정초등학교,초등학교,7530000,경기도교육청,7681000,경기도파주교육지원청,2023-03-22,178312.9887868172,567634.2468538492
Z000150967,B000022607,운정초등학교,초등학교,7530000,경기도교육청,7621000,경기도고양교육지원청,2023-03-22,178312.9887868172,567634.2468538492
Z000102622,B000022607,운정초등학교,초등학교,7530000,경기도교육청,7681000,경기도파주교육지원청,2023-03-22,178312.9887868172,567634.2468538492
Z000150508,B000006811,진원초등학교,초등학교,8490000,전라남도교육청,8691000,전라남도장성교육지원청,2023-03-22,183848.15388372965,296275.05251078104
Z000104870,B000006811,진원초등학교,초등학교,8490000,전라남도교육청,8691000,전라남도장성교육지원청,2023-03-22,183848.15388372965,296275.05251078104
Z000104686,B000006604,용방초등학교,초등학교,8490000,전라남도교육청,8581000,전라남도구례교육지원청,2023-03-22,239471.28940837985,294982.3945385766
Z000150839,B000006986,안강제일초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2023-03-22,400270.06820999377,379660.6971031517
Z000150523,B000006986,안강제일초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2023-03-22,400270.06820999377,379660.6971031517
Z000101479,B000003347,대전가오초등학교,초등학교,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2023-03-22,241162.27719018277,412613.6616403946
Z000106101,B000005752,쌍류초등학교,초등학교,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2023-03-22,218807.0675362753,444524.4529799926
Z000101939,B000004633,의정부호원초등학교,초등학교,7530000,경기도교육청,7561000,경기도의정부교육지원청,2023-03-22,203620.23785633547,569102.2794312328
Z000150031,B000002285,서울대도초등학교,초등학교,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2023-03-22,204735.97712480972,543684.2514436577
Z000100391,B000002285,서울대도초등학교,초등학교,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2023-03-22,204735.97712480972,543684.2514436577
Z000151126,B000003957,용인신릉초등학교,초등학교,7530000,경기도교육청,7751000,경기도용인교육지원청,2023-03-22,210173.18359288853,521181.1982613385
Z000150337,B000003957,용인신릉초등학교,초등학교,7530000,경기도교육청,7751000,경기도용인교육지원청,2023-03-22,210173.18359288853,521181.1982613385
Z000102873,B000003957,용인신릉초등학교,초등학교,7530000,경기도교육청,7751000,경기도용인교육지원청,2023-03-22,210173.18359288853,521181.1982613385
Z000103606,B000005482,대소초등학교,초등학교,8000000,충청북도교육청,8101000,충청북도음성교육지원청,2023-03-22,243260.8309664197,485434.3531703019
Z000151207,B000005482,대소초등학교,초등학교,8000000,충청북도교육청,8101000,충청북도음성교육지원청,2023-03-22,243260.8309664197,485434.3531703019
Z000150421,B000005482,대소초등학교,초등학교,8000000,충청북도교육청,8101000,충청북도음성교육지원청,2023-03-22,243260.8309664197,485434.3531703019
Z000150422,B000005482,대소초등학교,초등학교,8000000,충청북도교육청,8101000,충청북도음성교육지원청,2023-03-22,243260.8309664197,485434.3531703019
Z000104109,B000005981,전주중산초등학교,초등학교,8320000,전라북도교육청,8331000,전라북도전주교육지원청,2023-03-22,210807.7754456453,357755.97561357345
Z000106099,B000005751,소정초등학교,초등학교,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2023-03-22,214207.1251060645,458042.6961787179
Z000102290,B000004111,군문초등학교,초등학교,7530000,경기도교육청,7631000,경기도평택교육지원청,2023-03-22,207598.47454185385,487664.401428682
Z000150902,B000007396,상리초등학교,초등학교,8750000,경상북도교육청,8951000,경상북도예천교육지원청,2023-03-22,326768.2752314292,465265.4698440655
Z000150902,B000007396,상리초등학교,초등학교,8750000,경상북도교육청,8951000,경상북도예천교육지원청,2023-03-22,308286.5836948187,267573.59596937214
Z000150902,B000007396,상리초등학교,초등학교,8750000,경상북도교육청,8951000,경상북도예천교육지원청,2023-03-22,388587.7589609932,278370.0982065484
Z000150902,B000007396,상리초등학교,초등학교,8750000,경상북도교육청,8951000,경상북도예천교육지원청,2023-03-22,206640.44386085367,615032.1609934442
Z000150901,B000007396,상리초등학교,초등학교,8750000,경상북도교육청,8951000,경상북도예천교육지원청,2023-03-22,326768.2752314292,465265.4698440655
Z000150901,B000007396,상리초등학교,초등학교,8750000,경상북도교육청,8951000,경상북도예천교육지원청,2023-03-22,308286.5836948187,267573.59596937214
Z000150901,B000007396,상리초등학교,초등학교,8750000,경상북도교육청,8951000,경상북도예천교육지원청,2023-03-22,388587.7589609932,278370.0982065484
Z000150901,B000007396,상리초등학교,초등학교,8750000,경상북도교육청,8951000,경상북도예천교육지원청,2023-03-22,206640.44386085367,615032.1609934442
Z000105402,B000007396,상리초등학교,초등학교,8750000,경상북도교육청,8951000,경상북도예천교육지원청,2023-03-22,326768.2752314292,465265.4698440655
Z000105402,B000007396,상리초등학교,초등학교,8750000,경상북도교육청,8951000,경상북도예천교육지원청,2023-03-22,308286.5836948187,267573.59596937214
Z000105402,B000007396,상리초등학교,초등학교,8750000,경상북도교육청,8951000,경상북도예천교육지원청,2023-03-22,388587.7589609932,278370.0982065484
Z000105402,B000007396,상리초등학교,초등학교,8750000,경상북도교육청,8951000,경상북도예천교육지원청,2023-03-22,206640.44386085367,615032.1609934442
Z000102058,B000004268,광명초등학교,초등학교,7530000,경기도교육청,7591000,경기도광명교육지원청,2023-03-22,187419.5896155606,542333.7545864212
Z000102058,B000004268,광명초등학교,초등학교,7530000,경기도교육청,7591000,경기도광명교육지원청,2023-03-22,148977.15341278896,419390.7643389578
Z000101074,B000002933,대구화원초등학교,초등학교,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2023-03-22,335547.68929137755,357214.6746043733
Z000102545,B000004256,오산원일초등학교,초등학교,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2023-03-22,206330.3999943825,504493.19000261725
Z000150478,B000006564,세풍초등학교,초등학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2023-03-22,253187.1006924112,260981.19283669267
Z000100626,B000002492,동일중앙초등학교,초등학교,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2023-03-22,385747.41176752606,282848.2343163503
Z000104705,B000006630,백양초등학교,초등학교,8490000,전라남도교육청,8591000,전라남도고흥교육지원청,2023-03-22,185532.61348284964,559140.7889297912
Z000104705,B000006630,백양초등학교,초등학교,8490000,전라남도교육청,8591000,전라남도고흥교육지원청,2023-03-22,242881.99217864225,212160.1002144864
Z000104705,B000006630,백양초등학교,초등학교,8490000,전라남도교육청,8591000,전라남도고흥교육지원청,2023-03-22,410282.9997101667,333589.37719324866
Z000104705,B000006630,백양초등학교,초등학교,8490000,전라남도교육청,8591000,전라남도고흥교육지원청,2023-03-22,385326.22801989486,292012.43338093
Z000105125,B000007110,구미신평초등학교,초등학교,8750000,경상북도교육청,8801000,경상북도구미교육지원청,2023-03-22,322912.79683743697,392348.1393931047
Z000102658,B000004305,도궁초등학교,초등학교,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2023-03-22,227708.84198294277,526185.7800937725
Z000104929,B000006868,자은초등학교,초등학교,8490000,전라남도교육청,8721000,전라남도신안교육지원청,2023-03-22,112998.63141541443,255383.83000820543
Z000104929,B000006868,자은초등학교,초등학교,8490000,전라남도교육청,8721000,전라남도신안교육지원청,2023-03-22,355949.0372458429,284985.56979132147
Z000103719,B000005589,구산초등학교,초등학교,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2023-03-22,370563.6398505045,296772.58965833246
Z000103719,B000005589,구산초등학교,초등학교,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2023-03-22,343959.4402468146,281602.01119712496
Z000103719,B000005589,구산초등학교,초등학교,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2023-03-22,196227.32958382776,439221.780800673
Z000150977,B000005589,구산초등학교,초등학교,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2023-03-22,370563.6398505045,296772.58965833246
Z000150977,B000005589,구산초등학교,초등학교,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2023-03-22,343959.4402468146,281602.01119712496
Z000150977,B000005589,구산초등학교,초등학교,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2023-03-22,196227.32958382776,439221.780800673
Z000150961,B000005688,서림초등학교,초등학교,8140000,충청남도교육청,8191000,충청남도서산교육지원청,2023-03-22,151822.20398469214,463382.5023186493
Z000151185,B000007962,쌍백초등학교,초등학교,9010000,경상남도교육청,9221000,경상남도합천교육지원청,2023-03-22,304176.25064243126,316524.06627583946
Z000105956,B000007962,쌍백초등학교,초등학교,9010000,경상남도교육청,9221000,경상남도합천교육지원청,2023-03-22,304176.25064243126,316524.06627583946
Z000103510,B000005352,수산초등학교,초등학교,8000000,충청북도교육청,8031000,충청북도제천교육지원청,2023-03-22,305777.49779147224,482539.64925443847
Z000103510,B000005352,수산초등학교,초등학교,8000000,충청북도교육청,8031000,충청북도제천교육지원청,2023-03-22,189370.7105061953,94843.94995908858
Z000103510,B000005352,수산초등학교,초등학교,8000000,충청북도교육청,8031000,충청북도제천교육지원청,2023-03-22,355561.7715727134,310127.1482344588
Z000150398,B000005352,수산초등학교,초등학교,8000000,충청북도교육청,8031000,충청북도제천교육지원청,2023-03-22,305777.49779147224,482539.64925443847
Z000150398,B000005352,수산초등학교,초등학교,8000000,충청북도교육청,8031000,충청북도제천교육지원청,2023-03-22,189370.7105061953,94843.94995908858
Z000150398,B000005352,수산초등학교,초등학교,8000000,충청북도교육청,8031000,충청북도제천교육지원청,2023-03-22,355561.7715727134,310127.1482344588
Z000150321,B000004002,상현초등학교,초등학교,7530000,경기도교육청,7751000,경기도용인교육지원청,2023-03-22,207959.01153002185,523265.9571072988
Z000102841,B000004002,상현초등학교,초등학교,7530000,경기도교육청,7751000,경기도용인교육지원청,2023-03-22,207959.01153002185,523265.9571072988
Z000100119,B000002000,서울대동초등학교,초등학교,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2023-03-22,191200.72168915017,543798.4263841001
Z000100147,B000001997,서울영동초등학교,초등학교,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2023-03-22,191824.5888837428,547494.3036234671
Z000150659,B000001997,서울영동초등학교,초등학교,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2023-03-22,191824.5888837428,547494.3036234671
Z000102516,B000004194,상봉초등학교,초등학교,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2023-03-22,195978.93134046844,513209.8450707708
Z000102516,B000004194,상봉초등학교,초등학교,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2023-03-22,225658.5129578157,448951.0219947432
Z000100282,B000002123,서울방이초등학교,초등학교,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2023-03-22,210691.84283590107,546002.5678318322
Z000104773,B000006695,옴천초등학교,초등학교,8490000,전라남도교육청,8631000,전라남도강진교육지원청,2023-03-22,181308.70051312397,238786.4227851231
Z000150867,B000006695,옴천초등학교,초등학교,8490000,전라남도교육청,8631000,전라남도강진교육지원청,2023-03-22,181308.70051312397,238786.4227851231
Z000101786,B000003662,수원신곡초등학교,초등학교,7530000,경기도교육청,7541000,경기도수원교육지원청,2023-03-22,201147.5725470424,517631.80866978783
Z000101890,B000003750,오리초등학교,초등학교,7530000,경기도교육청,7551000,경기도성남교육지원청,2023-03-22,210222.4157646832,527217.1630285823
Z000100526,B000002400,서울미아초등학교,초등학교,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2023-03-22,201920.25776225564,556764.306469062
Z000150115,B000003731,성남은행초등학교,초등학교,7530000,경기도교육청,7551000,경기도성남교육지원청,2023-03-22,215093.50996211165,540205.14196816
Z000101876,B000003731,성남은행초등학교,초등학교,7530000,경기도교육청,7551000,경기도성남교육지원청,2023-03-22,215093.50996211165,540205.14196816
Z000102364,B000004069,모락초등학교,초등학교,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2023-03-22,197634.4576591325,528792.4593233122
Z000102574,B000004203,향남초등학교,초등학교,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2023-03-22,194938.93324747088,502261.1537211441
Z000105358,B000007337,박곡초등학교,초등학교,8750000,경상북도교육청,8921000,경상북도고령교육지원청,2023-03-22,324541.4308048196,352813.53240247245
Z000150893,B000007337,박곡초등학교,초등학교,8750000,경상북도교육청,8921000,경상북도고령교육지원청,2023-03-22,324541.4308048196,352813.53240247245
Z000150274,B000004317,하남천현초등학교,초등학교,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2023-03-22,219095.9381463535,548753.2328595333
Z000102685,B000004317,하남천현초등학교,초등학교,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2023-03-22,219095.9381463535,548753.2328595333
Z000106003,B000008004,어도초등학교,초등학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2023-03-22,136119.28948139885,92031.30239626636
Z000104010,B000005917,삼성초등학교,초등학교,8140000,충청남도교육청,8281000,충청남도태안교육지원청,2023-03-22,176471.84346641265,580672.4041192398
Z000104010,B000005917,삼성초등학교,초등학교,8140000,충청남도교육청,8281000,충청남도태안교육지원청,2023-03-22,192210.4899210905,535574.783417235
Z000104010,B000005917,삼성초등학교,초등학교,8140000,충청남도교육청,8281000,충청남도태안교육지원청,2023-03-22,138417.8912073076,447288.5095442655
Z000104010,B000005917,삼성초등학교,초등학교,8140000,충청남도교육청,8281000,충청남도태안교육지원청,2023-03-22,244207.57840910173,491289.136098702
Z000104010,B000005917,삼성초등학교,초등학교,8140000,충청남도교육청,8281000,충청남도태안교육지원청,2023-03-22,151447.83700533173,567727.2734847544
Z000104010,B000005917,삼성초등학교,초등학교,8140000,충청남도교육청,8281000,충청남도태안교육지원청,2023-03-22,155901.66642302956,101147.86549567932
Z000104010,B000005917,삼성초등학교,초등학교,8140000,충청남도교육청,8281000,충청남도태안교육지원청,2023-03-22,386048.9659434701,309433.6890865281
Z000104010,B000005917,삼성초등학교,초등학교,8140000,충청남도교육청,8281000,충청남도태안교육지원청,2023-03-22,379906.00634494575,501758.60428166937
Z000104010,B000005917,삼성초등학교,초등학교,8140000,충청남도교육청,8281000,충청남도태안교육지원청,2023-03-22,298068.96873052977,273620.8111936342
Z000104116,B000006003,전주팔복초등학교,초등학교,8320000,전라북도교육청,8331000,전라북도전주교육지원청,2023-03-22,208552.0229251051,362907.6871375699
Z000150919,B000024412,갈전초등학교,초등학교,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2023-03-22,304657.0677559959,287995.75911778613
Z000150567,B000024412,갈전초등학교,초등학교,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2023-03-22,304657.0677559959,287995.75911778613
Z000150917,B000024412,갈전초등학교,초등학교,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2023-03-22,304657.0677559959,287995.75911778613
Z000104668,B000006590,수북초등학교,초등학교,8490000,전라남도교육청,8561000,전라남도담양교육지원청,2023-03-22,193689.4409062939,300513.82793764054
Z000100748,B000002626,덕양초등학교,초등학교,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2023-03-22,384231.7003279904,292165.8129066581
Z000104107,B000006019,전주전일초등학교,초등학교,8320000,전라북도교육청,8331000,전라북도전주교육지원청,2023-03-22,212352.0837774182,359153.0737299657
Z000150756,B000005160,토성초등학교,초등학교,7800000,강원도교육청,7931000,강원도철원교육지원청,2023-03-22,230199.93635075825,626809.1211349906
Z000150756,B000005160,토성초등학교,초등학교,7800000,강원도교육청,7931000,강원도철원교육지원청,2023-03-22,384332.7766550882,279989.44899712875
Z000104722,B000006643,복내초등학교,초등학교,8490000,전라남도교육청,8601000,전라남도보성교육지원청,2023-03-22,211689.2728560248,255834.93994962095
Z000103095,B000004945,연곡초등학교,초등학교,7800000,강원도교육청,7831000,강원도강릉교육지원청,2023-03-22,196640.3039942698,578617.8895183
Z000103095,B000004945,연곡초등학교,초등학교,7800000,강원도교육청,7831000,강원도강릉교육지원청,2023-03-22,361009.7927642432,585652.3790878204
Z000101523,B000003351,대전은어송초등학교,초등학교,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2023-03-22,241026.4523055448,411699.1015968612
Z000150086,B000003351,대전은어송초등학교,초등학교,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2023-03-22,241026.4523055448,411699.1015968612
